CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon,lat_google,lon_google,updated_by_google
058330,14625 CARMENITA RD,NORWALK,CA,90650,33.8986761,-118.0464949,,,False
397051B,4 LIFE MARK DR,SELLERSVILLE,PA,18960,40.3630658,-75.3304272,40.3630658,-75.3304272,True
679472,8344 E RL THRTN FWY,DALLAS,TX,75228,32.7947801,-96.6926975,32.7947801,-96.6926975,True
109518,350 CAMINO GARDENS BLVD,BOCA RATON,FL,33432,26.3407622,-80.0931873,,,False
557014,245 NEW YORK RANCH RD,JACKSON,CA,95642,38.3565596,-120.7673987,,,False
377692,1103 E 13TH ST,GROVE,OK,74344,36.5830881,-94.7624084,,,False
557447,5315 TORRANCE BLVD,TORRANCE,CA,90503,33.8375241,-118.3699609,,,False
337276,530W 166TH ST 3,NEW YORK,NY,10032,40.8392345,-73.9396032,40.8392345,-73.9396032,True
108222,3 PINE CONE DR,PALM COAST,FL,32137,29.5527165,-81.2299919,,,False
467071,560 W 800 N,OREM,UT,84057,40.312141,-111.710092,,,False
107115,1619 PHYSICIANS DRIVE,TALLAHASSEE,FL,32308,30.4609416,-84.2585065,,,False
177060,1709 W 7TH ST,CHANUTE,KS,66720,37.674691,-95.475284,,,False
157570,770 N MAIN ST,CROWN POINT,IN,46307,41.4253937,-87.3643244,,,False
337415,4102 VESTAL RD,VESTAL,NY,13850,42.0970598,-75.9752675,,,False
227486,300 BROOKSBY VILLAGE DR,PEABODY,MA,01960,42.5518609,-70.9726127,,,False
237459,5440 CORPORATE DR,TROY,MI,48098,42.5985404,-83.1701482,,,False
677993,26077 NELSON WAY,KATY,TX,77494,29.7761016,-95.8241317,,,False
237645,29256 RYAN RD,WARREN,MI,48092,42.5076524,-83.0674441,,,False
677937,10864 AUDELIA RD 100,DALLAS,TX,75238,32.896562,-96.7173138,32.896562,-96.7173138,True
058064,2934 E GARVEY AVE S,WEST COVINA,CA,91791,34.0713063,-117.8828192,,,False
237603,28551 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076,42.5019575,-83.2225605,,,False
077175,56 QUARRY RD,TRUMBULL,CT,06611,41.2275353,-73.1824563,41.2275353,-73.1824563,True
147854,1974 MINER ST,DES PLAINES,IL,60016,42.0391113,-87.8743229,,,False
377520,519 W DELAWARE,PURCELL,OK,73080,35.008241,-97.3667993,,,False
059223,1901 E LAMBERT RD,LA HABRA,CA,90631,33.9246945,-117.924878,,,False
167049,3201 1ST ST,EMMETSBURG,IA,50536,43.1205449,-94.6917518,,,False
147864,16634 107TH ST,ORLAND PARK,IL,60467,41.589107,-87.87826609999999,41.589107,-87.87826609999999,True
447558,900 CONFERENCE DR,GOODLETTSVILLE,TN,37072,36.323644,-86.701183,,,False
217155,8820 WALTHER BLVD,PARKVILLE,MD,21234,39.392188,-76.5082346,,,False
157217,328 N 2ND ST,VINCENNES,IN,47591,38.6816511,-87.5293047,,,False
058417,9007 ARROW RTE 100,RANCHO CUCAMONGA,CA,91730,34.0986946,-117.6089967,34.0986946,-117.6089967,True
058484,9221 CORBIN AVE,NORTHRIDGE,CA,91324,34.2378431,-118.562408,,,False
167140,910 N EISENHOWER AVE,MASON CITY,IA,50401,43.1555862,-93.2636709,,,False
108277,1021 IVES DAIRY RD,MIAMI,FL,33179,25.9651846,-80.181022,,,False
459438,2720 E YANDELL DR,EL PASO,TX,79903,31.780899,-106.4632978,,,False
197104,660 OAK HARBOR BLVD,SLIDELL,LA,70458,30.2441246,-89.7930808,,,False
059132,9269 UTICA AVE,RANCHO CUCAMONGA,CA,91730,34.0851996,-117.5713663,,,False
368083,681 E 3RD ST,WAVERLY,OH,45690,39.1327587,-82.9737558,,,False
227057,30 SUDBURY RD,ACTON,MA,01720,42.4392337,-71.4317872,,,False
677941,201 W HILLSIDE RD,LAREDO,TX,78041,27.5468439,-99.4968741,,,False
167030,101 E 10TH ST,SPENCER,IA,51301,43.147906,-95.14355,,,False
237716,3830 PACKARD RD,ANN ARBOR,MI,48108,42.2436979,-83.6848766,,,False
679196,16100 CAIRNWAY DR,HOUSTON,TX,77084,29.8419106,-95.6438129,,,False
677970,9888 BISSONNET ST,HOUSTON,TX,77036,29.6751884,-95.5533656,,,False
147774,107 E JEFFERSON STREET,SULLIVAN,IL,61951,39.598512,-88.6062632,,,False
267161,1010 N JESSE JAMES RD,EXCELSIOR SPRINGS,MO,64024,39.3504976,-94.2352527,,,False
087036,501 HEALTH SERVICES DR,SEAFORD,DE,19973,38.6603901,-75.6030801,,,False
057190,585 N MARY AVE,SUNNYVALE,CA,94085,37.3926074,-122.037923,,,False
197194,112 INNWOOD DR,COVINGTON,LA,70433,30.4596448,-90.1179401,30.4596448,-90.1179401,True
107632,391 COMMERCE PKWY,ROCKLEDGE,FL,32955,28.3110664,-80.718422,,,False
679511,7203 ATHLONE DR,HOUSTON,TX,77088,29.865818,-95.463326,,,False
167156,613 W MAIN ST,MANCHESTER,IA,52057,42.4840013,-91.4647952,,,False
297132,6002 S DURANGO DR,LAS VEGAS,NV,89113,36.1295558,-115.2790635,,,False
059069,2161 COLORADO BLVD 205,LOS ANGELES,CA,90041,34.1394907,-118.2134079,34.1394907,-118.2134079,True
177289,2121 MEADOWLARK RD,MANHATTAN,KS,66502,39.209503,-96.5772675,,,False
417006A,51 HEALTH LN,WARWICK,RI,02886,41.7059082,-71.4797188,,,False
058037,1601 CARMEN DR,CAMARILLO,CA,93010,34.230885,-119.052173,,,False
679579,1111 W NOLANA AVE,MCALLEN,TX,78504,26.2393077,-98.2243513,,,False
237163,2550 MEADOWBROOK RD,BENTON HARBOR,MI,49022,42.0790337,-86.39668309999999,42.0790337,-86.39668309999999,True
147027,8160 EXPRESS DR,MARION,IL,62959,37.7465669,-89.00900759999999,37.7465669,-89.00900759999999,True
337207,3333 ELMWOOD AVE,KENMORE,NY,14217,42.9536551,-78.8782963,,,False
679542,1901 CENTRAL DR,BEDFORD,TX,76021,32.840157,-97.133554,,,False
108272,7705 NW 48TH ST,DORAL,FL,33166,25.8167326,-80.3234887,,,False
017153,100 CONCOURSE PKWY,HOOVER,AL,35244,33.352736,-86.785256,,,False
108078,101 E FAITH TER,MAITLAND,FL,32751,28.6422708,-81.3652616,28.6422708,-81.3652616,True
267562,1924 MARCONI AVE,SAINT LOUIS,MO,63110,38.6172472,-90.2726284,,,False
237617,25932 DEQUINDRE RD,WARREN,MI,48091,42.4828513,-83.084683,,,False
477002,88 PROSPECT ST,WHITE RIVER JUNCTION,VT,05001,43.652269,-72.3152068,,,False
237707,888 W BIG BEAVER RD,TROY,MI,48084,42.5627285,-83.1651973,,,False
677949,18601 LYNDON B JOHNSON FWY,MESQUITE,TX,75150,32.8036767,-96.6278839,,,False
679559,1633 W KINGS HWY,SAN ANTONIO,TX,78201,29.4604133,-98.5228695,,,False
117118,1626 JEURGENS CT,NORCROSS,GA,30093,33.9201971,-84.1819215,33.9201971,-84.1819215,True
679558,9304 FOREST LANE,DALLAS,TX,75243,32.9079418,-96.7383692,,,False
037245,23460 N 19TH AVE,PHOENIX,AZ,85027,33.700185,-112.1000772,,,False
237630,27301 DEQUINDRE RD,MADISON HEIGHTS,MI,48071,42.4940814,-83.085335,,,False
368147,2245 N BANK DR,COLUMBUS,OH,43220,40.0560967,-83.0806727,40.0560967,-83.0806727,True
247292,11777 XEON BLVD NW,COON RAPIDS,MN,55448,45.18432,-93.30171,,,False
077176,8 OLD MILL LN,SIMSBURY,CT,06070,41.8713941,-72.8103821,41.8713941,-72.8103821,True
227241,120 LONGWATER DR,NORWELL,MA,02061,42.1568248,-70.8792144,,,False
059629,410 E FLORENCE AVE,INGLEWOOD,CA,90301,33.9677398,-118.3500907,,,False
307022,178 FARMINGTON RD,ROCHESTER,NH,03867,43.3434078,-71.0231094,,,False
177159,100 W 8TH ST,ONAGA,KS,66521,39.4951528,-96.1722273,,,False
679699,316 IBERIS DR,ARLINGTON,TX,76018,32.6640696,-97.1089958,,,False
458346,521 CEDAR ST,TEAGUE,TX,75860,31.6281414,-96.2824181,,,False
197023,832 E BOSTON ST,COVINGTON,LA,70433,30.4765263,-90.0898494,,,False
108334,7880 W OAKLAND PARK BLVD,SUNRISE,FL,33351,26.1666684,-80.2554822,,,False
679708,1140 EMPIRE CENTRAL DR,DALLAS,TX,75247,32.8247762,-96.8769646,,,False
107718,182 BARTON BLVD,ROCKLEDGE,FL,32955,28.330968,-80.7258597,,,False
107773,8669 NW 36TH ST,DORAL,FL,33166,25.8108891,-80.33626,,,False
107704,7899 BAYMEADOWS WAY,JACKSONVILLE,FL,32256,30.227901,-81.5811841,,,False
397104A,12265 TOWNSEND RD,PHILADELPHIA,PA,19154,40.1012384,-74.9860284,,,False
337430,1040 HAVEMEYER AVE,BRONX,NY,10462,40.8298044,-73.8474912,,,False
317066,6550 DELILAH RD,EGG HARBOR TOWNSHIP,NJ,08234,39.4279977,-74.5612241,,,False
527132,1726 SHAWANO AVE,GREEN BAY,WI,54303,44.5338613,-88.0664483,,,False
337299,75 VANDERBILT AVE,STATEN ISLAND,NY,10304,40.62218,-74.0757858,,,False
367089,909E WAYNE ST 126,CELINA,OH,45822,40.5596569,-84.552849,40.5596569,-84.552849,True
307082,77 NORTHEASTERN BLVD,NASHUA,NH,03062,42.7371259,-71.4856866,,,False
679595,7515 LAS FLORES DR,HOUSTON,TX,77083,29.6958476,-95.6486381,29.6958476,-95.6486381,True
227495,199 ROSEWOOD DR,DANVERS,MA,01923,42.5650746,-70.9871651,,,False
108068,5286 APPLEGATE DR,SPRING HILL,FL,34606,28.4545389,-82.6285015,,,False
227082A,30 RESERVOIR DR,ROCKLAND,MA,02370,41.145936,-73.964354,,,False
337431,3525 BAYCHESTER AVE,BRONX,NY,10466,40.8819548,-73.8395491,,,False
507007,201 16TH AVE E,SEATTLE,WA,98112,47.6207733,-122.312607,,,False
227498,217 LINCOLN ST,WINTHROP,MA,02152,42.3794955,-70.9840983,,,False
397646,128 W GIRARD AVE,PHILADELPHIA,PA,19123,39.9689008,-75.1371949,,,False
147175,1108 N ALLEN ST,ROBINSON,IL,62454,39.0147934,-87.7488816,,,False
367784,2267 VILLAGE MALL DR,ONTARIO,OH,44906,40.7752829,-82.5950832,,,False
237647,2305 E PARIS AVE SE,GRAND RAPIDS,MI,49546,42.921726,-85.569342,,,False
368175,8849 BROOKSIDE AVE,WEST CHESTER,OH,45069,39.3304699,-84.4103919,39.3304699,-84.4103919,True
057631,3400 DATA DR,RANCHO CORDOVA,CA,95670,38.584376,-121.292907,,,False
197508,330 AMELIA ST,GRETNA,LA,70053,29.9183734,-90.061335,,,False
037024,3634 N DRINKWATER BLVD,SCOTTSDALE,AZ,85251,33.4903558,-111.9222468,,,False
447184,500 SOUTH JAMES CAMPBELL BLVD,COLUMBIA,TN,38401,35.592287,-87.050151,,,False
167243,400 CENTRAL AVE NW,ORANGE CITY,IA,51041,43.009558,-96.05831,,,False
187053,1600 BRECKENRIDGE ST,OWENSBORO,KY,42303,37.761734,-87.098311,,,False
557603,317 W LAS TUNAS DR,SAN GABRIEL,CA,91776,34.102556,-118.1029627,,,False
108379,9360 SUNSET DR,MIAMI,FL,33173,25.7060829,-80.330993,,,False
237638,20663 CHURCHILL AVE,BROWNSTOWN TWP,MI,48183,42.0993416,-83.2344496,,,False
108380,4001 W 23RD ST,PANAMA CITY,FL,32405,30.189797,-85.710292,,,False
108378,1500 GATEWAY BLVD,BOYNTON BEACH,FL,33426,26.5457922,-80.0881359,,,False
679748,7111 HARWIN DR,HOUSTON,TX,77036,29.717892,-95.50909,,,False
127025,2228 LILIHA ST,HONOLULU,HI,96817,21.3289351,-157.8525844,,,False
077191,21 HIGH ST,EAST HARTFORD,CT,06118,41.7440596,-72.6346585,41.7440596,-72.6346585,True
679686,638 E MARKET ST,ROCKPORT,TX,78382,28.0211194,-97.0561669,,,False
037199,1626 S EDWARD DR,TEMPE,AZ,85281,33.4101914,-111.967949,,,False
147940,1 TRANSAM PLAZA DR 180,OAKBROOK TERRACE,IL,60181,41.8487881,-87.9862311,41.8487881,-87.9862311,True
167012,2535 MAPLECREST RD,BETTENDORF,IA,52722,41.5547207,-90.4960046,,,False
677933,18038 BARTON RIDGE LN,RICHMOND,TX,77407,29.6943046,-95.6943897,29.6943046,-95.6943897,True
347104,2402 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,35.3983803,-77.9611287,,,False
237666,25899 W 12 MILE RD,SOUTHFIELD,MI,48034,42.4999651,-83.3015136,,,False
679626,6233 EVERS RD 1,SAN ANTONIO,TX,78238,29.4964104,-98.607008,29.4964104,-98.607008,True
679319,2008 E RANDOL MILL ROAD,ARLINGTON,TX,76011,32.7491366,-97.0787126,,,False
747168,1600 E EXPRESSWAY 83,LA FERIA,TX,78559,26.1686746,-97.8124274,,,False
137111,1680 ELK CREEK DR,IDAHO FALLS,ID,83404,43.4660427,-112.0005849,,,False
058104,3425 POMONA BLVD,POMONA,CA,91768,34.0473482,-117.8107625,,,False
108371,9428 BAYMEADOWS RD,JACKSONVILLE,FL,32256,30.2194537,-81.5622505,,,False
407014,"SECTOR CAMPO ALEGRE CARR 2, KM.46.4",MANATI,PR,00674,18.4338329,-66.6134544,18.4338329,-66.6134544,True
147926,1508 BLOOMINGDALE RD,GLENDALE HEIGHTS,IL,60139,41.914616,-88.0813305,,,False
227015,20 HOSPITAL DR,HOLYOKE,MA,01040,42.1999739,-72.6285801,,,False
679652,1181 VALLEY RIDGE BLVD,LEWISVILLE,TX,75077,33.0565245,-97.0185987,,,False
237659,30800 TELEGRAPH RD,BINGHAM FARMS,MI,48025,42.5224688,-83.2856322,,,False
157077,4550 MIDDLE RD,COLUMBUS,IN,47203,39.2513745,-85.8946935,,,False
679663,6525 W. SAM HOUSTON PKWY N.,HOUSTON,TX,77041,29.8668373,-95.5634342,,,False
377706,1016 E SHAWNTEL SMITH BLVD,MULDROW,OK,74848,35.4043142,-94.5821756,,,False
108432,2105 N STATE ROAD 7,HOLLYWOOD,FL,33021,26.0287456,-80.2079401,26.0287456,-80.2079401,True
747078,1835 S SAM HOUSTON ST,SAN BENITO,TX,78586,26.117429,-97.6442374,26.117429,-97.6442374,True
037232,11070 N 24TH AVE,PHOENIX,AZ,85029,33.5869978,-112.1117901,,,False
077239,2080 SILAS DEANE HWY,ROCKY HILL,CT,06067,41.6714202,-72.6434448,41.6714202,-72.6434448,True
108069,1200 S FEDERAL HWY,BOYNTON BEACH,FL,33435,26.508809,-80.0595685,,,False
237696,25334 5 MILE RD,REDFORD,MI,48239,42.3997923,-83.2903763,,,False
237714,30600 TELEGRAPH RD,BINGHAM FARMS,MI,48025,42.5224688,-83.2856322,,,False
237447,34514 DEQUINDRE RD,STERLING HEIGHTS,MI,48310,42.5459357,-83.0877441,,,False
037250,10000 N 31ST AVE,PHOENIX,AZ,85051,33.5776775,-112.1269273,,,False
197037,125 N THEARD ST,COVINGTON,LA,70433,30.4752388,-90.099199,,,False
037246,4150 W PEORIA AVE,PHOENIX,AZ,85029,33.5824018,-112.1478538,,,False
058438,1220 HEMLOCK WAY,SANTA ANA,CA,92707,33.7095359,-117.8845008,,,False
059143,3469 TENNESSEE ST,VALLEJO,CA,94591,38.1087059,-122.2039223,,,False
237700,43494 WOODWARD AVE,BLOOMFIELD HILLS,MI,48302,42.6078599,-83.2671037,,,False
337008,220 EAST 42ND STREET,NEW YORK,NY,10017,40.7501297,-73.9733465,,,False
237693,1380 COOLIDGE HWY,TROY,MI,48084,42.5469633,-83.1864122,,,False
147933,182 W MELROSE AVE,SOUTH ELGIN,IL,60177,42.0026802,-88.2953,,,False
057368,277 SOUTH ST,SAN LUIS OBISPO,CA,93401,35.2694232,-120.6666212,,,False
147727,6730 W HIGGINS AVENUE,CHICAGO,IL,60656,41.9790671,-87.7961687,,,False
227499,4 STONY HILL RD,WILBRAHAM,MA,01095,42.1552861,-72.483848,,,False
077086A,117 MAIN ST,MIDDLETOWN,CT,06457,41.5580899,-72.6485885,41.5580899,-72.6485885,True
037286,8687 E VIA DE VENTURA,SCOTTSDALE,AZ,85258,33.5527981,-111.8922361,,,False
337006,650 AIRBORNE PARKWAY,CHEEKTOWAGA,NY,14225,42.9394185,-78.7174063,,,False
059000,5670 WILSHIRE BLVD,LOS ANGELES,CA,90036,34.0622451,-118.3519477,,,False
237708,41100 FOX RUN RD,NOVI,MI,48377,42.511003,-83.455664,,,False
387048,6410 NE HALSEY ST,PORTLAND,OR,97213,45.5335934,-122.5974392,,,False
237711,30925 FORD RD,GARDEN CITY,MI,48135,42.3251908,-83.3442973,,,False
447086,6400 SHELBY VIEW DRIVE,MEMPHIS,TN,38134,35.1769748,-89.8506604,,,False
497285,64 SPORTS MEDICINE DRIVE,FISHERSVILLE,VA,22939,38.0942342,-78.9835588,,,False
147977,7301 N LINCOLN AVE,LINCOLNWOOD,IL,60712,42.0153096,-87.7439439,,,False
058047,12145 MORA DR,SANTA FE SPRINGS,CA,90670,33.9400559,-118.0740587,,,False
398072,10000 ANNS CHOICE WAY,WARMINSTER,PA,18974,40.1994441,-75.0711074,40.1994441,-75.0711074,True
077242,104 PARK RD,WEST HARTFORD,CT,06119,41.7576717,-72.7192984,,,False
237709,5226 STATE ST,SAGINAW,MI,48603,43.4369726,-84.0192271,,,False
527261,406 TECHNOLOGY DR E,MENOMONIE,WI,54751,44.8785091,-91.8931413,,,False
227470,36W MAIN ST,WESTBOROUGH,MA,01581,42.2714537,-71.6123485,42.2714537,-71.6123485,True
227053,37 BROADWAY,ARLINGTON,MA,02474,42.408172,-71.1357598,,,False
347173,5 OAK BRANCH DR,GREENSBORO,NC,27407,36.059071,-79.861157,,,False
057018,2500 E COLORADO BLVD,PASADENA,CA,91107,34.146022,-118.098506,,,False
058458,225 E BROADWAY,GLENDALE,CA,91205,34.146593,-118.2529685,,,False
057627,250 E OLIVE AVE,BURBANK,CA,91502,34.1815745,-118.3075289,,,False
297144,6225 DEAN MARTIN DR,LAS VEGAS,NV,89118,36.078371,-115.1814299,,,False
227122,165 TOR COURT,PITTSFIELD,MA,01201,42.4575833,-73.2812228,,,False
317054,465 SOUTH ST,MORRISTOWN,NJ,07960,40.7847843,-74.4681382,,,False
037154,3085 N WINDSONG DR,PRESCOTT VALLEY,AZ,86314,34.5861114,-112.3267711,,,False
447139,3001 LAKE BROOK BLVD,KNOXVILLE,TN,37909,35.946786,-84.030227,,,False
297015,10315 PROFESSIONAL CIR,RENO,NV,89521,39.4326357,-119.7578817,,,False
248149,2800 CLEVELAND AVE N,ROSEVILLE,MN,55113,45.0251972,-93.1856013,,,False
058467,13701 RIVERSIDE DR,SHERMAN OAKS,CA,91423,34.157692,-118.431382,,,False
287037,825 22ND ST,FAIRBURY,NE,68352,40.1567597,-97.1742974,,,False
237180,20245 W 12 MILE RD,SOUTHFIELD,MI,48076,42.5018076,-83.2446001,,,False
059159,1555 TENNESSEE ST,VALLEJO,CA,94590,38.1097079,-122.2397665,,,False
058463,2252 BEVERLY BLVD,LOS ANGELES,CA,90057,34.0672471,-118.2718276,,,False
527018,901 MINERAL POINT AVE,JANESVILLE,WI,53548,42.6867419,-89.0354091,,,False
237268,803 W BIG BEAVER RD,TROY,MI,48084,42.5622362,-83.1621083,,,False
117021,601 BROAD STREET SE,GAINESVILLE,GA,30501,34.3009661,-83.8207987,,,False
337107,1 CROSFIELD AVE,WEST NYACK,NY,10994,41.0923849,-73.9785422,,,False
058469,2377 W FOOTHILL BLVD,UPLAND,CA,91786,34.1068003,-117.6828848,,,False
187104,2100 NICHOLASVILLE RD,LEXINGTON,KY,40503,38.0107876,-84.5163804,,,False
267064,5506 CORPORATE DR,SAINT JOSEPH,MO,64507,39.7550464,-94.7648341,,,False
217121,4481 FORBES BLVD,LANHAM,MD,20706,38.9508488,-76.83089269999999,38.9508488,-76.83089269999999,True
397125,150 MONUMENT RD,BALA CYNWYD,PA,19004,40.0113726,-75.2176827,40.0113726,-75.2176827,True
679737,932 SOUTH MISSOURI,MERCEDES,TX,78570,26.142656,-97.9145204,,,False
227514,90 MADISON ST,WORCESTER,MA,01608,42.2582398,-71.8018953,,,False
317045,105 COLLEGE ROAD EAST,PRINCETON,NJ,08540,40.3583393,-74.6001223,40.3583393,-74.6001223,True
059212,12140 ARTESIA BLVD,ARTESIA,CA,90701,33.8727767,-118.073298,,,False
679783,1507 LOVELAND DR,ARLINGTON,TX,76018,32.6441075,-97.0843254,,,False
237742,7125 ORCHARD LAKE RD,WEST BLOOMFIELD,MI,48322,42.5361688,-83.3605524,,,False
059046,2495 E ORANGETHORPE AVE,FULLERTON,CA,92831,33.859776,-117.8892783,,,False
557523,2740 M ST,MERCED,CA,95340,37.3122052,-120.4781218,,,False
059227,2511 W SHAW AVE,FRESNO,CA,93711,36.808148,-119.8409018,,,False
287073,202 HIGH ST,TECUMSEH,NE,68450,40.3797467,-96.1970366,,,False
677052,250 CULLY DR,KERRVILLE,TX,78028,30.0431994,-99.1498436,,,False
109034,7570 NW 14TH ST,MIAMI,FL,33126,25.7856104,-80.3201017,,,False
679790,8330 LBJ FWY,DALLAS,TX,75243,32.9254889,-96.8115084,,,False
059031,15650 DEVONSHIRE ST,GRANADA HILLS,CA,91344,34.2575204,-118.5018398,,,False
059049,5530 CORBIN AVE,TARZANA,CA,91356,34.171631,-118.562098,,,False
057135,6729 N WILLOW AVE,FRESNO,CA,93710,36.834164,-119.72966,,,False
109496,7811 CORAL WAY,MIAMI,FL,33155,25.7488044,-80.3220638,,,False
237758,3456 E 12 MILE RD,WARREN,MI,48092,42.5055066,-83.0715576,,,False
059006,16446 WOODRUFF AVE,BELLFLOWER,CA,90706,33.8891403,-118.1173919,,,False
679752,1700 W GRIFFIN PKWY,MISSION,TX,78572,26.2324685,-98.3433453,,,False
109294,9200 S DADELAND BLVD,MIAMI,FL,33156,25.6841862,-80.3166937,,,False
557569,5451 LA PALMA AVE,LA PALMA,CA,90623,33.8471637,-118.0389232,,,False
377657,316 DEWEY AVE,POTEAU,OK,74953,35.0513406,-94.6207531,,,False
058426,4362 AUBURN BLVD,SACRAMENTO,CA,95841,38.6464487,-121.361825,,,False
059166,4170 VERDUGO RD,LOS ANGELES,CA,90065,34.1264956,-118.2319123,,,False
217156,3120 GRACEFILED ROAD,SILVER SPRINGS,MD,20904,39.0482641,-76.9510112,39.0482641,-76.9510112,True
743100,1201 NORTH WATSON ROAD,ARLINGTON,TX,76006,32.767348,-97.063585,,,False
237743,28592 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,42.5061106,-83.3588468,,,False
059086,500 E OLIVE AVE,BURBANK,CA,91501,34.1843537,-118.3045684,,,False
317092,1 CEDAR CREST VILLAGE DRIVE,POMPTON PLAINS,NJ,07444,40.9810807,-74.3254706,40.9810807,-74.3254706,True
679741,35 FARM ROAD 250 SOUTH,HUGHES SPRINGS,TX,75656,32.998462,-94.6307585,32.998462,-94.6307585,True
059204,4130 CAHUENGA BLVD 230,TOLUCA LAKE,CA,91602,34.14488,-118.3611346,34.14488,-118.3611346,True
227403,770 CONVERSE ST,LONGMEADOW,MA,01106,42.0639853,-72.5521444,,,False
059116,3580 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.061646,-118.3029771,,,False
677734,5324 E US HIGHWAY 83,RIO GRANDE CITY,TX,78582,26.3547023,-98.7720276,,,False
059004,16430 VENTURA BLVD,ENCINO,CA,91436,34.1572829,-118.4908949,,,False
059167,163 W ARROW HWY,GLENDORA,CA,91740,34.1066892,-117.8654429,34.1066892,-117.8654429,True
743194,1560 W BAY AREA BLVD,FRIENDSWOOD,TX,77546,29.5390923,-95.1500956,,,False
368190,855 S SUNBURY RD,WESTERVILLE,OH,43081,40.1027432,-82.8884861,,,False
109112,12905 SW 42ND ST,MIAMI,FL,33175,25.7300531,-80.4041866,,,False
237674,28021 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076,42.5019575,-83.2225605,,,False
747018,2440 TEXAS PKWY,MISSOURI CITY,TX,77489,29.5926805,-95.526688,,,False
297109,6236 W DESERT INN RD,LAS VEGAS,NV,89146,36.1301908,-115.1893191,,,False
247104,2680 ARTHUR ST,ROSEVILLE,MN,55113,45.0223326,-93.1802729,,,False
109077,4345 SW 72 AVE,MIAMI,FL,33155,25.7297917,-80.3104822,25.7297917,-80.3104822,True
058415,2700 ZANKER RD,SAN JOSE,CA,95134,37.3914081,-121.9256536,,,False
059161,12501 CHANDLER BLVD,VALLEY VILLAGE,CA,91607,34.16877,-118.405394,,,False
058405,869 LINDAWOOD ST,NEWBURY PARK,CA,91320,34.1795684,-118.9015166,,,False
257127,4200 MAMIE ST,HATTIESBURG,MS,39402,31.319744,-89.3498842,,,False
108480,7220 BENEVA RD,SARASOTA,FL,34238,27.251206,-82.497676,,,False
059171,11434 VANOWEN ST,NORTH HOLLYWOOD,CA,91605,34.1938549,-118.380402,,,False
167295,4328 114TH ST,URBANDALE,IA,50322,41.6419377,-93.7752912,,,False
217072,2300 DULANEY VALLEY RD,TIMONIUM,MD,21093,39.4594777,-76.5979505,,,False
377718,7512 BROADWAY EXT,OKLAHOMA CITY,OK,73116,35.5485145,-97.5130911,35.5485145,-97.5130911,True
307009,536 COTTAGE ST,LITTLETON,NH,03561,44.2913579,-71.7690164,,,False
059200,7851 WALKER ST,LA PALMA,CA,90623,33.8486704,-118.0371541,,,False
109480,10516 W FLAGLER ST,MIAMI,FL,33174,25.7684788,-80.3669836,,,False
227503,222 MERRIMAC STREET,NEWBURYPORT,MA,01950,42.8163153,-70.8800541,,,False
747050,3334 BROADWAY BLVD,GARLAND,TX,75043,32.8745754,-96.6168521,,,False
427049,1836 W GEORGIA RD,SIMPSONVILLE,SC,29680,34.7101239,-82.3128114,,,False
743135,7600 W TIDWELL RD,HOUSTON,TX,77040,29.851683,-95.504782,,,False
109013,3475 SHERIDAN STREET,HOLLYWOOD,FL,33021,26.0335025,-80.1789906,,,False
747367,1201 N WATSON RD,ARLINGTON,TX,76006,32.767348,-97.063585,,,False
743126,6501 NICOLE WAY,ARLINGTON,TX,76002,32.6418475,-97.1007286,,,False
747029,4401 N 22ND ST,MCALLEN,TX,78504,26.24438,-98.237039,,,False
747065,6233 EVERS RD,SAN ANTONIO,TX,78238,29.4953329,-98.6061142,,,False
679762,147 N COLLEGIATE DR,PARIS,TX,75460,33.6621514,-95.5256851,,,False
109033,10621 AIRPORT PULLING ROAD N,NAPLES,FL,34109,26.2695971,-81.7704981,26.2695971,-81.7704981,True
679744,1110 KINGWOOD DR,KINGWOOD,TX,77339,30.044696,-95.2047781,,,False
743106,3000 N TAYLOR RD,MCALLEN,TX,78501,26.237541,-98.273083,,,False
147583,1515 E LAKE ST,HANOVER PARK,IL,60133,41.9886601,-88.1458527,,,False
297155,700 E SILVERADO RANCH BLVD,LAS VEGAS,NV,89183,36.0137079,-115.1463762,36.0137079,-115.1463762,True
109120,8323NW12TH ST 100,DORAL,FL,33126,25.778647,-80.2962385,25.778647,-80.2962385,True
059216,6101 CHERRY AVE,FONTANA,CA,92336,34.142381,-117.4864562,,,False
059135,1012 E COLORADO ST,GLENDALE,CA,91205,34.1425581,-118.24275,,,False
368247,28315 KENSINGTON LANE,PERRYSBURG,OH,43551,41.5631875,-83.5910912,41.5631875,-83.5910912,True
237771,14650 W WARREN AVE,DEARBORN,MI,48126,42.3438664,-83.1871738,,,False
417000,7260 POST RD,NORTH KINGSTOWN,RI,02852,41.5998838,-71.4544136,,,False
368199,4320 MAYFIELD RD,SOUTH EUCLID,OH,44121,41.520491,-81.5242884,,,False
148001,640 E SAINT CHARLES RD,CAROL STREAM,IL,60188,41.8973966,-88.101759,,,False
477007,7 ALBERT CREE DR,RUTLAND,VT,05701,43.5990121,-72.9542283,,,False
