"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
678485,Not Available,11,Not Available,11,91,11,Not Available,11,95,11,Not Available,11,88,11,Not Available,11,92,11,85,11,38,11,27,11,11
678499,4,,4,,89,,4,,84,,4,,84,,4,,87,,80,,329,,31,,
679001,5,11,5,11,97,11,5,11,93,11,4,11,85,11,5,11,97,11,84,11,44,11,13,11,11
679002,4,,4,,90,,5,,89,,3,,83,,3,,87,,80,,257,,25,,
679006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679007,4,,4,,90,,4,,91,,4,,84,,4,,84,,90,,70,,23,,
679009,Not Available,11,Not Available,11,92,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,93,11,93,11,31,11,23,11,11
679010,Not Available,11,Not Available,11,97,11,Not Available,11,91,11,Not Available,11,88,11,Not Available,11,97,11,87,11,21,11,16,11,11
679011,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679016,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679017,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679018,Not Available,11,Not Available,11,88,11,Not Available,11,95,11,Not Available,11,91,11,Not Available,11,96,11,78,11,12,11,15,11,11
679021,4,,4,,90,,4,,86,,3,,83,,3,,86,,77,,220,,36,,
679022,3,,3,,87,,4,,88,,3,,79,,3,,87,,76,,148,,28,,
679023,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679026,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679027,Not Available,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,91,11,98,11,36,11,23,11,11
679029,5,,5,,94,,5,,91,,5,,90,,5,,94,,94,,126,,24,,
679031,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679032,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679037,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679039,Not Available,11,Not Available,11,94,11,Not Available,11,92,11,Not Available,11,87,11,Not Available,11,86,11,89,11,24,11,26,11,11
679041,4,,4,,90,,5,,90,,3,,83,,4,,88,,77,,117,,22,,
679044,3,,3,,86,,4,,85,,3,,83,,3,,82,,75,,275,,24,,
679045,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679048,4,,4,,91,,5,,91,,3,,81,,4,,87,,81,,152,,18,,
679049,Not Available,11,Not Available,11,87,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,83,11,78,11,23,11,14,11,11
679050,4,,4,,93,,5,,94,,4,,85,,4,,93,,86,,74,,27,,
679052,4,11,3,11,89,11,5,11,88,11,2,11,71,11,4,11,91,11,86,11,45,11,20,11,11
679054,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679057,Not Available,9,Not Available,9,87,9,Not Available,9,85,9,Not Available,9,79,9,Not Available,9,89,9,89,9,8,9,18,9,9
679060,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679063,Not Available,9,Not Available,9,100,9,Not Available,9,82,9,Not Available,9,100,9,Not Available,9,100,9,100,9,1,9,14,9,9
679065,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679067,Not Available,9,Not Available,9,75,9,Not Available,9,84,9,Not Available,9,100,9,Not Available,9,100,9,100,9,1,9,10,9,9
679068,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679070,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679073,Not Available,11,Not Available,11,97,11,Not Available,11,95,11,Not Available,11,91,11,Not Available,11,92,11,98,11,17,11,20,11,11
679074,4,,4,,90,,5,,90,,2,,77,,4,,87,,81,,246,,24,,
679075,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679076,4,,4,,90,,5,,90,,4,,84,,4,,89,,83,,356,,27,,
679078,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679079,5,,5,,92,,5,,89,,5,,88,,4,,89,,84,,294,,28,,
679081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679082,Not Available,"9,10",Not Available,"9,10",94,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",100,"9,10",100,"9,10",4,"9,10",31,"9,10","9,10"
679083,Not Available,11,Not Available,11,93,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,100,11,83,11,21,11,13,11,11
679084,4,,5,,93,,4,,85,,3,,83,,4,,88,,87,,79,,24,,
679085,Not Available,9,Not Available,9,90,9,Not Available,9,84,9,Not Available,9,89,9,Not Available,9,70,9,96,9,10,9,20,9,9
679086,4,,3,,88,,4,,84,,4,,84,,3,,83,,77,,255,,33,,
679088,Not Available,11,Not Available,11,86,11,Not Available,11,77,11,Not Available,11,82,11,Not Available,11,74,11,68,11,32,11,25,11,11
679090,4,,4,,91,,5,,88,,4,,87,,4,,88,,82,,641,,26,,
679093,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679094,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679097,Not Available,9,Not Available,9,85,9,Not Available,9,71,9,Not Available,9,74,9,Not Available,9,90,9,74,9,9,9,14,9,9
679098,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679099,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679102,2,,2,,83,,2,,80,,2,,75,,2,,77,,71,,645,,15,,
679103,3,,2,,86,,3,,82,,2,,78,,3,,79,,68,,303,,18,,
679104,4,,4,,90,,4,,87,,4,,86,,4,,87,,80,,362,,19,,
679106,5,11,5,11,96,11,5,11,94,11,5,11,90,11,5,11,97,11,95,11,65,11,31,11,11
679107,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679108,4,,4,,91,,4,,88,,4,,86,,4,,91,,85,,224,,22,,
679109,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,100,9,100,9,4,9,14,9,9
679110,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679112,Not Available,11,Not Available,11,93,11,Not Available,11,88,11,Not Available,11,91,11,Not Available,11,93,11,94,11,12,11,14,11,11
679114,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679120,3,,3,,87,,3,,81,,3,,80,,3,,82,,73,,363,,18,,
679123,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679125,4,,4,,92,,5,,89,,4,,87,,4,,88,,90,,208,,38,,
679126,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679131,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679132,Not Available,11,Not Available,11,82,11,Not Available,11,64,11,Not Available,11,87,11,Not Available,11,68,11,57,11,30,11,13,11,11
679136,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679137,4,,3,,86,,4,,84,,3,,81,,4,,87,,79,,205,,21,,
679138,4,,4,,93,,4,,87,,4,,84,,4,,89,,88,,193,,21,,
679141,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679143,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679144,Not Available,11,Not Available,11,95,11,Not Available,11,100,11,Not Available,11,99,11,Not Available,11,98,11,98,11,13,11,28,11,11
679145,3,,2,,85,,4,,84,,2,,77,,2,,81,,70,,151,,20,,
679146,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679151,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679152,3,,3,,88,,3,,83,,3,,81,,3,,84,,72,,92,,20,,
679156,Not Available,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,84,11,84,11,35,11,40,11,11
679157,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679159,5,,4,,91,,5,,89,,5,,92,,4,,91,,85,,112,,26,,
679160,5,11,5,11,94,11,5,11,88,11,4,11,86,11,4,11,92,11,90,11,54,11,27,11,11
679163,4,,4,,91,,5,,88,,3,,80,,4,,91,,86,,142,,21,,
679165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679167,4,,4,,91,,4,,87,,4,,87,,4,,90,,80,,277,,29,,
679169,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679170,Not Available,11,Not Available,11,97,11,Not Available,11,96,11,Not Available,11,94,11,Not Available,11,88,11,88,11,14,11,13,11,11
679171,5,,5,,96,,5,,93,,5,,93,,5,,94,,93,,298,,34,,
679172,4,,4,,93,,4,,89,,4,,84,,4,,89,,86,,151,,31,,
679174,3,,3,,88,,4,,85,,3,,81,,3,,84,,76,,384,,23,,
679176,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679177,3,,3,,89,,3,,82,,4,,86,,3,,85,,77,,93,,33,,
679178,Not Available,9,Not Available,9,92,9,Not Available,9,90,9,Not Available,9,89,9,Not Available,9,94,9,92,9,5,9,17,9,9
679179,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679181,Not Available,11,Not Available,11,95,11,Not Available,11,99,11,Not Available,11,97,11,Not Available,11,100,11,97,11,15,11,17,11,11
679184,4,,3,,89,,5,,87,,5,,89,,3,,85,,80,,297,,34,,
679185,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679186,2,11,1,11,83,11,2,11,76,11,1,11,62,11,2,11,76,11,64,11,57,11,38,11,11
679189,4,,4,,90,,5,,89,,4,,85,,4,,87,,82,,552,,22,,
679191,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679193,4,,4,,91,,5,,89,,4,,86,,4,,89,,86,,314,,32,,
679195,Not Available,11,Not Available,11,75,11,Not Available,11,70,11,Not Available,11,75,11,Not Available,11,60,11,67,11,32,11,19,11,11
679196,Not Available,9,Not Available,9,90,9,Not Available,9,90,9,Not Available,9,70,9,Not Available,9,100,9,91,9,10,9,20,9,9
679197,Not Available,9,Not Available,9,96,9,Not Available,9,95,9,Not Available,9,95,9,Not Available,9,94,9,91,9,2,9,22,9,9
679198,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679200,4,,3,,87,,4,,85,,4,,84,,3,,83,,77,,570,,23,,
679202,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679207,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679210,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679212,Not Available,"9,10",Not Available,"9,10",87,"9,10",Not Available,"9,10",86,"9,10",Not Available,"9,10",80,"9,10",Not Available,"9,10",38,"9,10",76,"9,10",6,"9,10",19,"9,10","9,10"
679215,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679217,3,,4,,91,,4,,86,,2,,74,,3,,87,,81,,348,,21,,
679218,Not Available,9,Not Available,9,93,9,Not Available,9,70,9,Not Available,9,100,9,Not Available,9,100,9,100,9,3,9,10,9,9
679222,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679223,Not Available,11,Not Available,11,91,11,Not Available,11,84,11,Not Available,11,82,11,Not Available,11,87,11,67,11,17,11,17,11,11
679224,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
679226,Not Available,11,Not Available,11,86,11,Not Available,11,78,11,Not Available,11,71,11,Not Available,11,79,11,66,11,22,11,18,11,11
679227,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
