CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
287073,202 HIGH ST,TECUMSEH,NE,68450,40.3797467,-96.1970366
677052,250 CULLY DR,KERRVILLE,TX,78028,30.0431994,-99.1498436
109034,7570 NW 14TH ST,MIAMI,FL,33126,25.7856104,-80.3201017
679790,8330 LBJ FWY,DALLAS,TX,75243,32.9254889,-96.8115084
059031,15650 DEVONSHIRE ST,GRANADA HILLS,CA,91344,34.2575204,-118.5018398
059049,5530 CORBIN AVE,TARZANA,CA,91356,34.171631,-118.562098
057135,6729 N WILLOW AVE,FRESNO,CA,93710,36.834164,-119.72966
109496,7811 CORAL WAY,MIAMI,FL,33155,25.7488044,-80.3220638
237758,3456 E 12 MILE RD,WARREN,MI,48092,42.5055066,-83.0715576
059006,16446 WOODRUFF AVE,BELLFLOWER,CA,90706,33.8891403,-118.1173919
