CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
677415,801 E TAHOKA RD,BROWNFIELD,TX,79316,33.1810755,-102.2642894
297235,4055 SPENCER ST,LAS VEGAS,NV,89119,36.1156151,-115.1285218
037462,1837 S MESA DR,MESA,AZ,85210,33.3822941,-111.8218331
059786,1619 H ST,MODESTO,CA,95354,37.6430971,-120.9920793
297218,1575 DELUCCHI LN,RENO,NV,89502,39.4700792,-119.776297
559077,10545 BURBANK BLVD,NORTH HOLLYWOOD,CA,91601,34.1722408,-118.3607369
553180,1400 COLEMAN AVE,SANTA CLARA,CA,95050,37.357566,-121.937045
227694,1485 DORCHESTER AVE,BOSTON,MA,02122,42.2999854,-71.0603801
553197,220 N GLENOAKS BLVD,BURBANK,CA,91502,34.1841374,-118.3073895
053129,10 CROW CANYON CT,SAN RAMON,CA,94583,37.7772235,-121.9813694
