CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
347233,200 1ST AVE NW,HICKORY,NC,28601,35.7336903,-81.3401348
109796,14410 S MILITARY TRL,DELRAY BEACH,FL,33484,,
367193,2550 CORPORATE EXCHANGE DR,COLUMBUS,OH,43231,40.1023787,-82.9462392
059636,1101 E BROADWAY,GLENDALE,CA,91205,34.14617,-118.2416278
059552,869E FOOTHILL BLVD B,UPLAND,CA,91786,,
109786,6811 PALISADES PARK CT,FORT MYERS,FL,33912,,
157177,115 US HIGHWAY 66 E,TELL CITY,IN,47586,37.9360559,-86.7567444
677427,1020 S 4TH ST,CANADIAN,TX,79014,35.9036491,-100.38817
187052,509 MEMORIAL DR,MANCHESTER,KY,40962,37.1598242,-83.7613928
107155,"9909 US HWY 441, UNIT 2, STE A",LEESBURG,FL,34788,,
