CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
327233,1400 CHAMA AVE,SANTA FE,NM,87505,35.663934,-105.976594
748046,3001 LAKE TERRACE DR,WYLIE,TX,75098,32.97924,-96.516251
157565,6500 INTERCHANGE RD S,EVANSVILLE,IN,47715,37.9965262,-87.4709449
753132,4421 W RIVERSIDE DR,BURBANK,CA,91505,,
369265,6455 E LIVINGSTON AVE,REYNOLDSBURG,OH,43068,39.9424243,-82.823052
057278,800 S LOWER SACRAMENTO RD,LODI,CA,95242,38.1236841,-121.3057669
037455,6719 E 2ND ST,PRESCOTT VALLEY,AZ,86314,34.5803429,-112.3489848
559228,8448 RESEDA BLVD,NORTHRIDGE,CA,91324,34.2235671,-118.5359807
077277,1135 SHERMAN AVE,HAMDEN,CT,06514,,
748077,751 EAGLE LAKE CT,ALLEN,TX,75002,33.0858626,-96.6242587
