CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
109167,2555 COLLINS AVE,MIAMI BEACH,FL,33140,25.8017513,-80.1257004
747061,434 PARK GROVE LN,KATY,TX,77450,,
747341,1904 E GRIFFIN PKWY,MISSION,TX,78572,26.2255072,-98.2938936
109177,8961 HYPOLUXO RD,LAKE WORTH,FL,33467,,
157124,1720 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,,
377667,403 W CARL ALBERT PKWY,MCALESTER,OK,74501,34.934988,-95.7758547
247282,2429 UNIVERSITY AVE W,SAINT PAUL,MN,55114,44.9648033,-93.1988689
377090,901 E VAN BUREN AVE,MCALESTER,OK,74501,34.936002,-95.748403
679167,6500 WEST FWY,FORT WORTH,TX,76116,32.735543,-97.4290822
747095,3500 W DAVIS ST,CONROE,TX,77304,30.322454,-95.488606
