CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
687326,8270 WOODLAND CENTER BLVD,TAMPA,FL,33614,28.0249471,-82.5246683
687327,2803 FRUITVILLE RD,SARASOTA,FL,34237,27.337619,-82.5137718
369380,2021 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43229,40.0857618,-82.9630119
687309,2419 S BABCOCK ST,MELBOURNE,FL,32901,28.072229,-80.621106
248164,6500 BROOKLYN BLVD,BROOKLYN CENTER,MN,55429,45.0733505,-93.3302957
687316,15321 NW 60TH AVE,MIAMI LAKES,FL,33014,25.9120864,-80.298615
747517,1801 MAIN ST,HOUSTON,TX,77002,29.750532,-95.3697556
687331,3980 TAMPA RD,OLDSMAR,FL,34677,28.0363643,-82.6577106
687334,7320 E FLETCHER AVE,TAMPA,FL,33637,28.069816,-82.3667064
748117,2323 S VOSS RD,HOUSTON,TX,77057,29.7413049,-95.5001832
