CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
347309,1005 CARTHAGE STREET,SANFORD,NC,27331,35.4725612,-79.1879464
368424,2242 S HAMILTON RD,COLUMBUS,OH,43232,39.9286598,-82.8777085
239191,8061 21 MILE RD,SHELBY TOWNSHIP,MI,48317,42.6406853,-83.032067
147267,20000 GOVERNORS DR,OLYMPIA FIELDS,IL,60461,41.525681,-87.702213
417035,2809 POST ROAD,WARWICK,RI,02886,41.7081475,-71.451504
248027,26814 143RD ST,PIERZ,MN,56364,45.969934,-94.0966581
109561,19501 NE 10TH AVE,NORTH MIAMI BEACH,FL,33179,25.943468,-80.1809576
527195,801 OAK ST,SPOONER,WI,54801,45.826893,-91.896916
267184B,12800 CORPORATE HILL DR,SAINT LOUIS,MO,63131,38.6052956,-90.4540209
108325,600 CORPORATE DR,FORT LAUDERDALE,FL,33334,26.2050413,-80.1378324
