CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
037502,13231 N 35TH AVE,PHOENIX,AZ,85029,33.606983,-112.1334025
559418,2345 ERRINGER RD,SIMI VALLEY,CA,93065,34.27804,-118.7621
559470,510 E FOOTHILL BLVD,SAN DIMAS,CA,91773,34.1230103,-117.7980032
337187,5407 2ND AVE,BROOKLYN,NY,11220,40.6465443,-74.0191955
559404,18321 VENTURA BLVD.,TARZANA,CA,91356,34.167059,-118.531517
197187,804 BAYOU LANE,THIBODAUX,LA,70301,29.7865321,-90.8109833
157709,7870 BROADWAY,MERRILLVILLE,IN,46410,41.4756119,-87.3360563
369231,77 E WILSON BRIDGE RD,WORTHINGTON,OH,43085,40.1083833,-83.0143358
377796,2828 NW 57TH ST,OKLAHOMA CITY,OK,73112,35.5297075,-97.5644659
559150,14455 PARK AVE,VICTORVILLE,CA,92392,34.513765,-117.3248151
