CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
248037,800 BOONE N AVE 200,GOLDEN VALLEY,MN,55427,,
117080,1676 MULKEY ROAD,AUSTELL,GA,30106,,
077066,27 GOVERNOR ST,RIDGEFIELD,CT,06877,,
447564,2995 APPLING RD,BARTLETT,TN,38133,35.2072136,-89.8085768
367799,3130 EXECUTIVE PKWY,TOLEDO,OH,43606,41.6782433,-83.6287781
197779,8070 CROWDER BLVD,NEW ORLEANS,LA,70127,30.0414684,-90.0004967
177243,100 W 16TH ST,EUREKA,KS,67045,37.8353151,-96.2935104
107717,1009 MAITLAND CENTER COMMONS BLVD,MAITLAND,FL,32751,,
147837,7820 GRAPHIC DR,TINLEY PARK,IL,60477,,
677897,302 KINGS HWY,BROWNSVILLE,TX,78521,25.9243982,-97.4705317
