CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
687147,2900 NW 75TH ST,MIAMI,FL,33147,25.8424608,-80.2435317
369310,6161 BUSCH BLVD,COLUMBUS,OH,43229,40.0923664,-82.9933836
687180,5650 BRECKENRIDGE PARK DR,TAMPA,FL,33610,27.9973935,-82.359966
687197,8925 SW 148TH ST,PALMETTO BAY,FL,33176,25.6329879,-80.338184
559651,225 E BROADWAY,GLENDALE,CA,91205,34.146593,-118.2529685
369292,112 HARCOURT RD,MOUNT VERNON,OH,43050,40.3938475,-82.506782
239342,4250 N SAGINAW ST,FLINT,MI,48505,43.0545363,-83.6936565
559541,44240 FREMONT BLVD,FREMONT,CA,94538,37.5075622,-121.9496588
369329,2021 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43229,40.0857618,-82.9630119
757018,18340 VENTURA BLVD,TARZANA,CA,91356,34.1672892,-118.5325424
