CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
687173,4730 E STATE ROAD 64,BRADENTON,FL,34208,27.4960473,-82.4983464
687163,1840 SE PORT ST LUCIE BLVD,PORT SAINT LUCIE,FL,34952,27.2709378,-80.2922887
687117,12277 SW 130TH ST,MIAMI,FL,33186,25.646899,-80.3970371
559313,237 CHURCH AVE,CHULA VISTA,CA,91910,32.643794,-117.079418
369285,2021 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43229,40.0857618,-82.9630119
687179,3170 N FEDERAL HWY,LIGHTHOUSE POINT,FL,33064,,
559650,18075 VENTURA BLVD,ENCINO,CA,91316,34.1652718,-118.526455
297305,918 W 2ND ST,RENO,NV,89503,39.5245157,-119.8249377
347337,119 SW MAYNARD RD,CARY,NC,27511,35.7712214,-78.7825087
748033,8716 ICE HOUSE DR,NORTH RICHLAND HILLS,TX,76180,32.8602424,-97.199653
