CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
267185,1422 S SAM HOUSTON BLVD,HOUSTON,MO,65483,37.3121199,-91.9606443
477003,600 GRANGER RD,BARRE,VT,05641,44.2141951,-72.5615049
227101,200 MILL ROAD,FAIRHAVEN,MA,02719,41.6506295,-70.8813199
267612,926 HEMSATH RD,SAINT CHARLES,MO,63303,38.7555231,-90.5375677
367076,575 OTTAWA GLANDORF RD,OTTAWA,OH,45875,41.022024,-84.064042
059221,1935 CHICAGO AVE,RIVERSIDE,CA,92507,33.9941057,-117.348525
307021,4 ALUMNI DR,EXETER,NH,03833,42.9847779,-70.9328337
307000,30 PILLSBURY ST,CONCORD,NH,03301,43.191865,-71.534061
457761,4310 BUFFALO GAP RD,ABILENE,TX,79606,32.4008404,-99.7623457
477000,1110 PRIM RD,COLCHESTER,VT,05446,44.5383959,-73.2462362
