CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
679065,5118 MOULTRIE DR,CORPUS CHRISTI,TX,78413,27.696678,-97.3867514
477015,54 FARR AVENUE,MORRISVILLE,VT,05661,44.5534126,-72.589496
368025,4255 CENTER RD,BRUNSWICK,OH,44212,41.2383398,-81.8394046
367401,1303 BELLEFONTAINE AVE,LIMA,OH,45804,40.7318136,-84.0815386
227198,415 COLUMBIA ROAD,DORCHESTER,MA,02125,42.3129951,-71.0680378
227006,500 BELMONT ST,BROCKTON,MA,02301,42.0746585,-71.0397542
157155,415 S WALNUT ST,SEYMOUR,IN,47274,38.9543191,-85.8903663
247263,403 MAIN ST,ELK RIVER,MN,55330,,
077001,3060 MAIN ST,STRATFORD,CT,06614,41.202133,-73.1306654
077078,605A ORANGE CENTER ROAD,ORANGE,CT,06477,,
