CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
679595,7515 LAS FLORES DR,HOUSTON,TX,77083,,
227495,199 ROSEWOOD DR,DANVERS,MA,01923,42.5650746,-70.9871651
108068,5286 APPLEGATE DR,SPRING HILL,FL,34606,28.4545389,-82.6285015
227082A,30 RESERVOIR DR,ROCKLAND,MA,02370,41.145936,-73.964354
337431,3525 BAYCHESTER AVE,BRONX,NY,10466,40.8819548,-73.8395491
507007,201 16TH AVE E,SEATTLE,WA,98112,47.6207733,-122.312607
227498,217 LINCOLN ST,WINTHROP,MA,02152,42.3794955,-70.9840983
397646,128 W GIRARD AVE,PHILADELPHIA,PA,19123,39.9689008,-75.1371949
147175,1108 N ALLEN ST,ROBINSON,IL,62454,39.0147934,-87.7488816
367784,2267 VILLAGE MALL DR,ONTARIO,OH,44906,40.7752829,-82.5950832
