CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
157558,9721 PRAIRIE AVE,HIGHLAND,IN,46322,41.5375022,-87.4761218
147207,5101 WILLOW SPRINGS RD,LA GRANGE,IL,60525,41.7888841,-87.8880919
107527,8147 COPERNICUS WAY 101,TRINITY,FL,34655,,
497594,10043 MIDLOTHIAN TPKE,NORTH CHESTERFIELD,VA,23235,,
227072,310 BAKER AVE,CONCORD,MA,01742,42.4602288,-71.3900216
197558,3636 S I-10 SERVICE ROAD W,METAIRIE,LA,70001,29.9970873,-90.1635989
227288,67 HUNT ST,AGAWAM,MA,01001,42.0830876,-72.5937373
077136,12 PROGRESS DR,SHELTON,CT,06484,,
673187,801 S HIGHWAY 78,WYLIE,TX,75098,33.0217372,-96.5241081
557116,1350 BAYSHORE HWY,BURLINGAME,CA,94010,37.594585,-122.3638645
