CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
553104,217 E ALAMEDA AVE,BURBANK,CA,91502,34.174687,-118.299712
067198,204 E 10TH AVE,SPRINGFIELD,CO,81073,37.4040193,-102.6149997
108335,2201 CANTU CT,SARASOTA,FL,34232,27.313966,-82.449386
053169,22949 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.1684473,-118.603574
027006,1701 GILLAM WAY,FAIRBANKS,AK,99701,64.831355,-147.728683
559058,266 MOBIL AVE,CAMARILLO,CA,93010,34.2191094,-119.0429097
559474,3012 LONE TREE WAY,ANTIOCH,CA,94509,37.9924372,-121.8078886
553128,8105 EDGEWATER DR,OAKLAND,CA,94621,37.7392059,-122.2014239
037282,575 E RIVER RD,TUCSON,AZ,85704,32.2958808,-110.9631122
398302,1010 FOXCHASE RD,ROCKLEDGE,PA,19046,,
