CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
559092,6350 LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91606,34.185784,-118.3963455
053162,1525 MCCARTHY BLVD,MILPITAS,CA,95035,37.407162,-121.919983
053194,6422 BELLINGHAM AVE,NORTH HOLLYWOOD,CA,91606,34.1861865,-118.398746
677458,237 MOODY ST,MASON,TX,76856,30.7474956,-99.2332371
417072,64 AIRPORT RD,WARWICK,RI,02889,41.7332506,-71.410328
227696,5 HIGH ST,MEDFORD,MA,02155,42.4186094,-71.1100209
553137,9045 CORBIN AVE,NORTHRIDGE,CA,91324,34.2352394,-118.563992
053193,901 CAMPUS DR,DALY CITY,CA,94015,37.6652306,-122.4756243
059744,7918 1/2 FOOTHILL BLVD,SUNLAND,CA,91040,34.2581392,-118.3017066
553143,5300 SANTA MONICA BLVD,LOS ANGELES,CA,90029,34.090701,-118.307093
