CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
267583,4918 WEBER RD,SAINT LOUIS,MO,63123,38.552271,-90.2806313
477018,46 LAKEMONT RD,NEWPORT,VT,05855,44.9552703,-72.1978478
058378,21021 DEVONSHIRE ST,CHATSWORTH,CA,91311,34.2573226,-118.5912865
058263,12370 PERRIS BLVD,MORENO VALLEY,CA,92557,33.9413934,-117.2262708
673124,604 N MAIN ST,BOERNE,TX,78006,29.7982175,-98.7343878
207000,15  INDUSTRIAL PARK               RD,SACO,ME,04072,43.5191947,-70.4485222
417049,30 ROLFE SQUARE,CRANSTON,RI,02910,41.7779597,-71.4359173
167188,200 JEFFERSON ST,WEST UNION,IA,52175,42.967757,-91.811265
108095,3408 W 84 STREET BUILDING G,HIALEAH,FL,33018,,
058332,1720 E LOS ANGELES AVE,SIMI VALLEY,CA,93065,34.270987,-118.765509
