CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
377730,6202 NW OAK AVE,LAWTON,OK,73505,34.6223233,-98.4678728
108148,9143 PHILIPS HWY,JACKSONVILLE,FL,32256,30.2005748,-81.5715451
369035,922 EASTWIND DR,WESTERVILLE,OH,43081,40.1017143,-82.9190397
059518,1849 WILLOW PASS RD,CONCORD,CA,94520,37.9754952,-122.038193
227579,125 MAIN ST,STONEHAM,MA,02180,42.4934181,-71.1011491
239286,28592 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,42.5061106,-83.3588468
058008,14329 WOODRUFF AVE,BELLFLOWER,CA,90706,33.9018408,-118.1165255
058055,26635 AGOURA RD,CALABASAS,CA,91302,34.1419879,-118.703229
747838,3202 WAGON TRAIL RD,PEARLAND,TX,77584,29.5489171,-95.3102287
227582,430 MAPLE ST,DANVERS,MA,01923,42.5816444,-70.9671003
