CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
107718,182 BARTON BLVD,ROCKLEDGE,FL,32955,28.330968,-80.7258597
107773,8669 NW 36TH ST,DORAL,FL,33166,25.8108891,-80.33626
107704,7899 BAYMEADOWS WAY,JACKSONVILLE,FL,32256,30.227901,-81.5811841
397104A,12265 TOWNSEND RD,PHILADELPHIA,PA,19154,40.1012384,-74.9860284
337430,1040 HAVEMEYER AVE,BRONX,NY,10462,40.8298044,-73.8474912
317066,6550 DELILAH RD,EGG HARBOR TOWNSHIP,NJ,08234,39.4279977,-74.5612241
527132,1726 SHAWANO AVE,GREEN BAY,WI,54303,44.5338613,-88.0664483
337299,75 VANDERBILT AVE,STATEN ISLAND,NY,10304,40.62218,-74.0757858
367089,909E WAYNE ST 126,CELINA,OH,45822,,
307082,77 NORTHEASTERN BLVD,NASHUA,NH,03062,42.7371259,-71.4856866
