CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
747831,2416 THORS HAMMER BLVD,BROWNSVILLE,TX,78526,,
059515,13746 VICTORY BLVD,VAN NUYS,CA,91401,34.1866684,-118.4463146
407005,355 FONT MARTELLO AVENUE,HUMACAO,PR,00791,,
337265,1 WARTBURG PLACE,MOUNT VERNON,NY,10552,40.9195845,-73.8139793
747915,9502 COMPUTER DR 102,SAN ANTONIO,TX,78229,,
239265,15223 FARMINGTON RD,LIVONIA,MI,48154,42.3958264,-83.3737343
059487,28436 CONSTELLATION RD,VALENCIA,CA,91355,,
368486,2234 S HAMILTON RD,COLUMBUS,OH,43232,39.9287963,-82.8792872
059529,1130W OLIVE AVE B,BURBANK,CA,91506,,
047001,1100 N UNIVERSITY AVE,LITTLE ROCK,AR,72207,34.761169,-92.3410235
