CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
559302,16661 VENTURA BLVD,ENCINO,CA,91436,34.158211,-118.49617
347210,1423 E FRANKLIN ST,MONROE,NC,28112,34.9741149,-80.5238038
067588,7853 E ARAPAHOE CT,CENTENNIAL,CO,80112,39.5947202,-104.8972447
747995,8131 LYNDON B JOHNSON FWY,DALLAS,TX,75251,32.9242518,-96.7595644
687079,1515 S FEDERAL HWY,BOCA RATON,FL,33432,26.3572763,-80.0857071
559409,225 E BROADWAY,GLENDALE,CA,91205,34.146593,-118.2529685
748056,7700 CRESSWELL DR,ARLINGTON,TX,76001,32.6229589,-97.1237309
559356,1400 COLORADO BLVD,EAGLE ROCK,CA,90041,34.1418978,-118.2224154
559785,18570 SHERMAN WAY,RESEDA,CA,91335,34.201255,-118.5371738
559264,417 ARDEN AVE,GLENDALE,CA,91203,34.1585417,-118.2619493
