CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
109532,2143 E FORT KING ST,OCALA,FL,34471,29.1853945,-82.1098824
108370,7771 W OAKLAND PARK BLVD,SUNRISE,FL,33351,26.1695663,-80.2835429
037297,1317 S JOSHUA AVE,PARKER,AZ,85344,34.1473693,-114.2888499
037402,1990 MCCULLOCH BLVD N,LAKE HAVASU CITY,AZ,86403,34.4762901,-114.3311887
687172,875 CONCOURSE PKWY S,MAITLAND,FL,32751,28.6298575,-81.3771931
059251,2161 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,37.9215006,-122.0312604
059705,44790S GRIMMER BLVD 206,FREMONT,CA,94538,,
059749,4545 MURPHY CANYON RD,SAN DIEGO,CA,92123,32.8253523,-117.1187764
227611,487 HOLYOKE ST,LUDLOW,MA,01056,42.1815737,-72.5051234
369199,10490 TACONIC TER,CINCINNATI,OH,45215,,
