CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
687089,12211 SW 132ND CT,MIAMI,FL,33186,25.6546116,-80.4075745
377871,372 BRYAN DRIVE,DURANT,OK,74701,33.9996912,-96.4017523
559789,9778 KATELLA AVENUE,GARDEN GROVE,CA,92840,33.8019412,-117.9628172
467219,646 S MAIN ST,BRIGHAM CITY,UT,84302,41.4973184,-112.0164813
687120,9010 SW 137TH AVE,MIAMI,FL,33186,25.6833087,-80.4165875
559457,225 E BROADWAY,GLENDALE,CA,91205,34.146593,-118.2529685
557266,5775 E LOS ANGELES AVE,SIMI VALLEY,CA,93063,34.271813,-118.6789692
527341,100 S 1ST ST,MOUNT HOREB,WI,53572,43.0084832,-89.7400506
559496,14664 VICTORY BLVD,VAN NUYS,CA,91411,34.1865767,-118.452278
559718,30320 RANCHO VIEJO RD,SAN JUAN CAPISTRANO,CA,92675,33.5224944,-117.6643867
