CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
037232,11070 N 24TH AVE,PHOENIX,AZ,85029,33.5869978,-112.1117901
077239,2080 SILAS DEANE HWY,ROCKY HILL,CT,06067,,
108069,1200 S FEDERAL HWY,BOYNTON BEACH,FL,33435,26.508809,-80.0595685
237696,25334 5 MILE RD,REDFORD,MI,48239,42.3997923,-83.2903763
237714,30600 TELEGRAPH RD,BINGHAM FARMS,MI,48025,42.5224688,-83.2856322
237447,34514 DEQUINDRE RD,STERLING HEIGHTS,MI,48310,42.5459357,-83.0877441
037250,10000 N 31ST AVE,PHOENIX,AZ,85051,33.5776775,-112.1269273
197037,125 N THEARD ST,COVINGTON,LA,70433,30.4752388,-90.099199
037246,4150 W PEORIA AVE,PHOENIX,AZ,85029,33.5824018,-112.1478538
058438,1220 HEMLOCK WAY,SANTA ANA,CA,92707,33.7095359,-117.8845008
