CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
753112,10201 RIVERSIDE DR,TOLUCA LAKE,CA,91602,34.152287,-118.352873
559527,14546 HAMLIN ST,VAN NUYS,CA,91411,34.188584,-118.4502279
687171,439 SE PORT ST LUCIE BLVD,PORT ST LUCIE,FL,34984,27.2727919,-80.3395429
757044,220 S KENWOOD ST,GLENDALE,CA,91206,34.1440231,-118.2512296
757061,5300 SANTA MONICA BLVD,LOS ANGELES,CA,90029,34.090701,-118.307093
757383,224 E OLIVE AVE,BURBANK,CA,91502,34.1810432,-118.3081757
687243,110 LITHIA PINECREST RD,BRANDON,FL,33511,27.9365002,-82.2813146
748081,1035 EVANDALE LN,SUGAR LAND,TX,77479,29.5857911,-95.6942329
559751,120 INDEPENDENCE CIR,CHICO,CA,95973,39.7724723,-121.8742144
687124,7438 WILES RD,CORAL SPRINGS,FL,33067,26.2867702,-80.2264999
