CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
047087,501 E SHERMAN,HARRISON,AR,72601,36.240905,-93.101637
157015,400 8TH AVE,TERRE HAUTE,IN,47804,39.48483,-87.412659
067463,8865 LONGS PEAK CIR,WINDSOR,CO,80550,40.4376767,-104.9487038
397083,4259 W SWAMP RD,DOYLESTOWN,PA,18902,40.3293811,-75.1307468
059185,805 E BROADWAY,GLENDALE,CA,91205,34.1464027,-118.24541
747098,5227 READING RD,ROSENBERG,TX,77471,29.5526183,-95.773546
047338,30 RYAN RD,COTTER,AR,72626,36.2854785,-92.5145071
047016,30 RYAN RD,COTTER,AR,72626,36.2854785,-92.5145071
147450,106 N EAST ST,CAMBRIDGE,IL,61238,41.3029091,-90.1943942
267246,35629 HIGHWAY 72,SALEM,MO,65560,,
