CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
277032,2673 PALMER ST,MISSOULA,MT,59808,46.886944,-114.028828
237008,6465 MILLENNIUM,LANSING,MI,48917,,
207054,19 MARSHALL AVE,CARIBOU,ME,04736,46.8476345,-68.0176671
227011,30 CAPITAL DR,WEST SPRINGFIELD,MA,01089,42.1380952,-72.6235183
058135,4929 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.0620383,-118.3219022
058184,11731 STERLING AVE,RIVERSIDE,CA,92503,33.894844,-117.4869147
167056A,1707 21ST ST,ELDORA,IA,50627,42.3575474,-93.1091911
058294,1170 DURFEE AVE,SOUTH EL MONTE,CA,91733,34.0359694,-118.0399011
227433,265 BENTON DRIVE # 201,EAST LONGMEADOW,MA,01028,,
077041,1 NORTHWESTERN DR,BLOOMFIELD,CT,06002,,
