CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
367741,5525 SILICA ROAD,AUSTINTOWN,OH,44515,41.1166789,-80.7686344
459472,1140 EMPIRE CENTRAL DR,DALLAS,TX,75247,32.8247762,-96.8769646
227561,960 SOUTH ST,FITCHBURG,MA,01420,42.5573653,-71.7871995
059560,1730 W CAMERON AVE,WEST COVINA,CA,91790,34.069849,-117.9440286
148352,111 W WASHINGTON ST,EAST PEORIA,IL,61611,40.666564,-89.5811849
108032,17100 COLLINS AVE,SUNNY ISLES BEACH,FL,33160,25.9343584,-80.1233389
107282,20 LAKE WIRE DR,LAKELAND,FL,33815,28.0450612,-81.9608583
237278,27908 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,42.5048365,-83.3590243
147626,9950 LAWRENCE AVE,SCHILLER PARK,IL,60176,41.9660258,-87.8754611
453128,3302 BLUERIDGE LN,GARLAND,TX,75042,,
