CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
077247,4200 PARK AVE,BRIDGEPORT,CT,06604,,
337019,35 COLVIN AVE,ALBANY,NY,12206,42.6784288,-73.7953801
247215,3201 PINE RIDGE AVE NW,BEMIDJI,MN,56601,47.5005027,-94.9013554
297182,5450 W SAHARA AVE,LAS VEGAS,NV,89146,36.1445558,-115.2156659
747568,4313 N. 10TH STREET,MCALLEN,TX,78504,26.2415631,-98.2236331
148210,5225 OLD ORCHARD RD,SKOKIE,IL,60077,42.0624464,-87.7571041
557008,363 ACADEMY ST,BISHOP,CA,93514,,
148230,4131 W BELMONT AVE,CHICAGO,IL,60641,41.9389625,-87.7309122
107651,550 SW 3RD STREET,POMPANO BEACH,FL,33060,26.2267705,-80.1340295
437055,1031 W 2ND ST,REDFIELD,SD,57469,44.8708807,-98.521926
