CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
178112,7309 E 21ST ST N,WICHITA,KS,67206,37.7229279,-97.2521855
369366,300 E BUSINESS WAY,SHARONVILLE,OH,45241,39.2836684,-84.3647236
398346,3415 W CHESTER PIKE,NEWTOWN SQUARE,PA,19073,39.9861245,-75.4091636
757181,417 ARDEN AVE,GLENDALE,CA,91203,34.1585417,-118.2619493
369340,3958 BROWN PARK DR,HILLIARD,OH,43026,40.0333454,-83.1364161
748091,4520 DONIPHAN DR,EL PASO,TX,79922,31.8289629,-106.5699164
327810,101 LIVINGSTON DR BLDG C,SANTA TERESA,NM,88008,,
757119,11712 MOORPARK ST,STUDIO CITY,CA,91604,34.150285,-118.3884108
017880,44 HUGHES RD,MADISON,AL,35758,34.691088,-86.735355
037819,18001 N 79TH AVE,GLENDALE,AZ,85308,33.6469844,-112.2286912
