CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
053126,4605 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91602,34.154311,-118.3683385
027036,201 E SWANSON AVE,WASILLA,AK,99654,61.5834079,-149.4464506
398284,2409 E ALLEGHENY AVE,PHILADELPHIA,PA,19134,39.9879586,-75.1054417
747822,4841 KELLER SPRINGS RD,ADDISON,TX,75001,32.9687315,-96.8291329
227715,7 CABOT PL,STOUGHTON,MA,02072,42.1526734,-71.0750206
497608,6701 PETERS CREEK RD,ROANOKE,VA,24019,37.3457494,-79.9588587
217162,11155 DOLFIELD BLVD,OWINGS MILLS,MD,21117,39.4168404,-76.8097744
217160,1395 PICCARD DR,ROCKVILLE,MD,20850,39.1084857,-77.1808871
327227,2600 YALE BLVD SE,ALBUQUERQUE,NM,87106,35.0534957,-106.6213271
507126,812 MILLER AVE,SUNNYSIDE,WA,98944,46.315705,-120.010545
