CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
477002,88 PROSPECT ST,WHITE RIVER JUNCTION,VT,05001,43.652269,-72.3152068
237707,888 W BIG BEAVER RD,TROY,MI,48084,42.5627285,-83.1651973
677949,18601 LYNDON B JOHNSON FWY,MESQUITE,TX,75150,32.8036767,-96.6278839
679559,1633 W KINGS HWY,SAN ANTONIO,TX,78201,29.4604133,-98.5228695
117118,1626 JEURGENS CT,NORCROSS,GA,30093,,
679558,9304 FOREST LANE,DALLAS,TX,75243,32.9079418,-96.7383692
037245,23460 N 19TH AVE,PHOENIX,AZ,85027,33.700185,-112.1000772
237630,27301 DEQUINDRE RD,MADISON HEIGHTS,MI,48071,42.4940814,-83.085335
368147,2245 N BANK DR,COLUMBUS,OH,43220,,
247292,11777 XEON BLVD NW,COON RAPIDS,MN,55448,45.18432,-93.30171
