CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
227533,369 MAIN ST,SPENCER,MA,01562,42.2544154,-71.9683402
157141,2670 MICHIGAN RD,MADISON,IN,47250,38.7759924,-85.3872259
747550,1900 S COULTER ST,AMARILLO,TX,79106,35.191153,-101.920447
248124,3900 NORTHWOODS DR,ARDEN HILLS,MN,55112,45.057578,-93.15034
237187,1125 W RIDGE ST,MARQUETTE,MI,49855,46.547795,-87.418302
137120,3242 S WOODRUFF AVE,IDAHO FALLS,ID,83404,43.4687715,-112.0041942
057276,2298 PIKE CT,CONCORD,CA,94520,38.010842,-122.033876
187062,1301 N RACE ST,GLASGOW,KY,42141,37.0114754,-85.9050462
057503,2095 W VISTA WAY,VISTA,CA,92083,33.184994,-117.287537
117125,1550 TIMOTHY RD,ATHENS,GA,30606,33.9346089,-83.4365161
