CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
347068,107 INDUSTRIAL DRIVE,LOUISBURG,NC,27549,36.1043603,-78.2894989
507020,201 7TH ST,HOQUIAM,WA,98550,46.978477,-123.884337
103170,34650 US HIGHWAY 19 N,PALM HARBOR,FL,34684,,
337024,176 US OVAL,PLATTSBURGH,NY,12903,44.6849635,-73.4495354
367755,5130 PRINCETON GLENDALE RD,LIBERTY TWP,OH,45011,39.4249882,-84.4501294
148340,450 PRAIRIE AVE,CALUMET CITY,IL,60409,41.62403,-87.5760703
059606,1307 W 6TH ST,CORONA,CA,92882,33.8779269,-117.5890425
347002,131 RACINE DR,WILMINGTON,NC,28403,34.242067,-77.8620143
059507,30 UNION AVE,CAMPBELL,CA,95008,37.286801,-121.935247
137028,301 DEINHARD LN,MCCALL,ID,83638,44.897807,-116.099514
