CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
127013,680 IWILEI RD 660,HONOLULU,HI,96817,,
267511,3322 S CAMPBELL AVE,SPRINGFIELD,MO,65807,37.1532558,-93.293874
037231,2737 W BASELINE RD,TEMPE,AZ,85283,33.3769633,-111.9777331
058443,2204 TORRANCE BLVD,TORRANCE,CA,90501,33.8360629,-118.3217161
673108,2023 DEEPWOOD ST,MESQUITE,TX,75181,32.7401235,-96.5492123
527137,990 MAIN STREET,BALDWIN,WI,54002,44.966634,-92.3747021
387151,4560 SE INTERNATIONAL WAY,MILWAUKIE,OR,97222,45.4354995,-122.6166862
167288,104 W SOUTHRIDGE RD,MARSHALLTOWN,IA,50158,42.017701,-92.9142535
058018,8929 S SEPULVEDA BLVD,WESTCHESTER,CA,90045,33.9551029,-118.3963772
247216,1409 MN-7,MONTEVIDEO,MN,56265,44.9523996,-95.7097208
