CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
747984,914 SPRINGHAVEN CT,KATY,TX,77494,29.77007,-95.8295412
559211,9003 RESEDA BLVD,NORTHRIDGE,CA,91324,34.2337282,-118.5361835
067592,2233 ACADEMY PL,COLORADO SPRINGS,CO,80909,38.866055,-104.7554453
559127,1614 VICTORY BLVD,GLENDALE,CA,91201,34.1600795,-118.2988975
687057,2155 N STATE ROAD 7,MARGATE,FL,33063,,
559144,15435 DEVONSHIRE ST,MISSION HILLS,CA,91345,34.2573802,-118.4682681
559395,11749 EDINGER AVE,FOUNTAIN VALLEY,CA,92708,33.7295105,-117.9242677
559172,6500 FAIRMONT AVENUE,EL CERRITO,CA,94530,,
107681,15050 ELDERBERRY LN,FORT MYERS,FL,33907,,
559186,13363 SATICOY ST,NORTH HOLLYWOOD,CA,91605,34.208619,-118.4241259
