CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
227600,2314 MAIN ST,TEWKSBURY,MA,01876,42.5802366,-71.1936718
157679,5265 COMMERCE BLVD,CROWN POINT,IN,46307,,
059684,2000 POWELL ST,EMERYVILLE,CA,94608,37.8381093,-122.3008475
059656,229 POLARIS AVE,MOUNTAIN VIEW,CA,94043,37.3984629,-122.0836871
053117,1701W BURBANK BLVD 203,BURBANK,CA,91506,,
683160,7117 N ARMENIA AVE,TAMPA,FL,33604,28.0134621,-82.4849781
377187,801 SW C STREET,ANTLERS,OK,74523,34.2260431,-95.62138
059740,150 E OLIVE AVE,BURBANK,CA,91502,34.1804257,-118.3086166
377781,311 E RAY FINE BLVD,ROLAND,OK,74954,35.4052473,-94.5205091
239304,3281 RACQUET CLUB DR,TRAVERSE CITY,MI,49684,,
