CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
239074,16250 NORTHLAND DR,SOUTHFIELD,MI,48075,42.4449803,-83.2107918
037192,1380 S CASTLE DOME AVE,YUMA,AZ,85365,32.701928,-114.6075121
109488,1111 PARK CENTRE BLVD,MIAMI GARDENS,FL,33169,25.9297121,-80.219938
239113,29226 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,42.5115843,-83.3591473
059207,23361 EL TORO RD,LAKE FOREST,CA,92630,33.6239626,-117.6970983
067295,401 KENDALL DRIVE,LAMAR,CO,81052,38.0702066,-102.6108103
679474,2300 GREENHILL DR.,ROUND ROCK,TX,78664,30.5335872,-97.6812868
148091,2622 W PETERSON AVE,CHICAGO,IL,60659,41.9906833,-87.6955207
327208,189 HOWARD PLACE,LAS CRUCES,NM,88011,32.3252396,-106.7332145
747813,830 JULIE RIVERS DR,SUGAR LAND,TX,77478,29.6299247,-95.6010055
