CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
527333,600 N PLANKINTON AVE,MILWAUKEE,WI,53203,43.0375183,-87.9107654
297233,1771 E FLAMINGO RD,LAS VEGAS,NV,89119,36.11447,-115.1291119
077272,330 MAIN ST,HARTFORD,CT,06106,41.7634165,-72.6464105
747498,3637 US HIGHWAY 80 E,MESQUITE,TX,75150,32.7920906,-96.6525735
757169,10117 SEPULVEDA BLVD,MISSION HILLS,CA,91345,34.2542123,-118.4679207
057219,2470 HILBORN RD,FAIRFIELD,CA,94534,38.2761924,-122.0522793
037476,996 N BROAD ST,GLOBE,AZ,85501,33.4034072,-110.7931092
553194,910 FLORIN RD,SACRAMENTO,CA,95831,38.4957307,-121.5249521
507107,10530 19TH AVE SE,EVERETT,WA,98208,47.9017161,-122.2080979
553100,11755 VICTORY BLVD,NORTH HOLLYWOOD,CA,91606,34.186756,-118.3892992
