CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
237645,29256 RYAN RD,WARREN,MI,48092,42.5076524,-83.0674441
677937,10864 AUDELIA RD 100,DALLAS,TX,75238,,
058064,2934 E GARVEY AVE S,WEST COVINA,CA,91791,34.0713063,-117.8828192
237603,28551 SOUTHFIELD RD,LATHRUP VILLAGE,MI,48076,42.5019575,-83.2225605
077175,56 QUARRY RD,TRUMBULL,CT,06611,,
147854,1974 MINER ST,DES PLAINES,IL,60016,42.0391113,-87.8743229
377520,519 W DELAWARE,PURCELL,OK,73080,35.008241,-97.3667993
059223,1901 E LAMBERT RD,LA HABRA,CA,90631,33.9246945,-117.924878
167049,3201 1ST ST,EMMETSBURG,IA,50536,43.1205449,-94.6917518
147864,16634 107TH ST,ORLAND PARK,IL,60467,,
