CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
239221,27601 SCHOOLCRAFT RD,LIVONIA,MI,48150,42.3835567,-83.3169537
037410,11830 N 19TH AVE,PHOENIX,AZ,85029,33.594384,-112.1007055
239225,21999 FARMINGTON RD 200,FARMINGTON,MI,48336,42.4675225,-83.3731956
059405,21707 HAWTHORNE BLVD,TORRANCE,CA,90503,33.8306343,-118.3527909
239215,32985 HAMILTON CT,FARMINGTON HILLS,MI,48334,42.4968954,-83.3740988
147009,106 19TH AVE,MOLINE,IL,61265,41.4930701,-90.5371402
368376,2547 W BROAD ST,COLUMBUS,OH,43204,39.955126,-83.06853
557407,2600 FOOTHILL BLVD,LA CRESCENTA,CA,91214,34.221152,-118.235286
677893,1335 SHANNON RD E,SULPHUR SPRINGS,TX,75482,33.1395785,-95.5693321
239190,28301 5 MILE RD,LIVONIA,MI,48154,42.3982988,-83.3236394
