CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
117081,3633 WHEELER RD,AUGUSTA,GA,30909,33.4830486,-82.0892635
248085,10550 WAYZATA BLVD,MINNETONKA,MN,55305,44.9726418,-93.4072511
368093,4641 LEAP CT,HILLIARD,OH,43026,40.0345169,-83.1400026
297130,1601 S RAINBOW BLVD,LAS VEGAS,NV,89146,36.1462419,-115.2429292
058158,6422 BELLINGHAM AVE 210,NORTH HOLLYWOOD,CA,91606,,
237446,43184 DEQUINDRE RD,STERLING HEIGHTS,MI,48314,42.6083431,-83.090619
507004,4200 6TH AVE SE,LACEY,WA,98503,47.0435563,-122.831325
077205,999 ORONOQUE LN,STRATFORD,CT,06614,41.2482468,-73.1021419
307040,107 NEWPORT RD,NEW LONDON,NH,03257,43.4214881,-71.9960837
077226,700 W JOHNSON AVE,CHESHIRE,CT,06410,,
