CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
237647,2305 E PARIS AVE SE,GRAND RAPIDS,MI,49546,42.921726,-85.569342
368175,8849 BROOKSIDE AVE,WEST CHESTER,OH,45069,,
057631,3400 DATA DR,RANCHO CORDOVA,CA,95670,38.584376,-121.292907
197508,330 AMELIA ST,GRETNA,LA,70053,29.9183734,-90.061335
037024,3634 N DRINKWATER BLVD,SCOTTSDALE,AZ,85251,33.4903558,-111.9222468
447184,500 SOUTH JAMES CAMPBELL BLVD,COLUMBIA,TN,38401,35.592287,-87.050151
167243,400 CENTRAL AVE NW,ORANGE CITY,IA,51041,43.009558,-96.05831
187053,1600 BRECKENRIDGE ST,OWENSBORO,KY,42303,37.761734,-87.098311
557603,317 W LAS TUNAS DR,SAN GABRIEL,CA,91776,34.102556,-118.1029627
108379,9360 SUNSET DR,MIAMI,FL,33173,25.7060829,-80.330993
