CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
407051,359 DE DIEGO AVE,SAN JUAN,PR,00909,,
077159,97 BARNES RD,WALLINGFORD,CT,06492,,
177275,312 E CUSTER ST,NESS CITY,KS,67560,,
337261,2555 OCEAN AVE,BROOKLYN,NY,11229,40.5991824,-73.9511732
377580,2028 E MEMORIAL RD,EDMOND,OK,73013,35.6092711,-97.4259043
557685,2490 HONOLULU AVE,MONTROSE,CA,91020,,
027014,212 CARLANNA LAKE RD,KETCHIKAN,AK,99901,55.3541673,-131.6873979
507079,11800 NE 128TH ST #200,KIRKLAND,WA,98034,,
108169,1681 W 37TH ST,HIALEAH,FL,33012,25.8555637,-80.3166019
108125,1269 E SILVER SPRINGS BLVD,OCALA,FL,34470,29.1871204,-82.1217595
