CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
748122,1201 N WATSON RD,ARLINGTON,TX,76006,32.767348,-97.063585
687301,950 S PINE ISLAND RD,PLANTATION,FL,33324,26.1092903,-80.2617825
673107,387 W IH 10,FORT STOCKTON,TX,79735,,
297362,8925 S PECOS RD,HENDERSON,NV,89074,36.0587443,-115.100338
748102,825 WATTERS CREEK BLVD,ALLEN,TX,75013,33.0865207,-96.6839729
748106,1022 E GRIFFIN PKWY,MISSION,TX,78572,26.2276804,-98.3097003
687337,8324 BIRD RD,MIAMI,FL,33155,25.7325733,-80.3308233
687299,100 NW 170TH ST,NORTH MIAMI BEACH,FL,33169,25.9306385,-80.2025155
267682,4240 BLUE RIDGE BLVD,KANSAS CITY,MO,64133,39.0442835,-94.4392164
687304,7733 W NEWBERRY RD,GAINESVILLE,FL,32606,29.6595761,-82.4132287
