CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
398260,500 ROUTE 909,VERONA,PA,15147,,
059753,105W ALAMEDA AVE 217,BURBANK,CA,91502,,
109689,3804 COCONUT PALM DR,TAMPA,FL,33619,,
109713,130 FITZGERALD RD,LAKELAND,FL,33813,,
507124,2901 BRIDGEPORT WAY W,UNIVERSITY PLACE,WA,98466,47.23335,-122.536919
057415,1594 S IMPERIAL AVE,EL CENTRO,CA,92243,32.779569,-115.5697202
053198,3255 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.0618666,-118.293134
059742,21133 VICTORY BLVD 206,CANOGA PARK,CA,91303,,
297210,3305 W SPRING MOUNTAIN RD 61,LAS VEGAS,NV,89102,,
297211,2315 N 5TH ST,ELKO,NV,89801,,
