CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
058078,2525 CHERRY AVE,SIGNAL HILL,CA,90755,33.8029648,-118.1674997
367569,660 LINCOLN AVE,CINCINNATI,OH,45206,39.1329534,-84.493254
117306,7290 N LAKE DR,COLUMBUS,GA,31909,32.5042307,-84.9618605
679186,3721 BRIARPARK DR,HOUSTON,TX,77042,29.723528,-95.5489793
157230,3536 WASHINGTON BLVD,INDIANAPOLIS,IN,46205,39.8788753,-86.1524122
058056,611 S CATALINA ST,LOS ANGELES,CA,90005,34.0633115,-118.2954634
337416,3525 BAYCHESTER AVE,BRONX,NY,10466,40.8819548,-73.8395491
327126,2293 DIVOT AVE,LAS CRUCES,NM,88001,32.3143284,-106.7537234
058111,266 MONTEREY RD,SOUTH PASADENA,CA,91030,34.1113696,-118.170744
377206,407 E CHEROKEE AVE,MCALESTER,OK,74501,34.9289531,-95.7652661
