CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
297248,1601 S RAINBOW BLVD,LAS VEGAS,NV,89146,36.1462419,-115.2429292
227474,1 SOUTHSIDE RD,DANVERS,MA,01923,42.5664415,-70.9688591
037493,1705 W RUBY DR,TEMPE,AZ,85284,33.3401708,-111.9635734
507061,7105 W HOOD PL,KENNEWICK,WA,99336,46.2163753,-119.2075254
197179,71683 RIVERSIDE DR,COVINGTON,LA,70433,30.4695851,-90.0883062
559057,4540 KEARNY VILLA RD,SAN DIEGO,CA,92123,32.8224225,-117.1442231
247111,900 2ND AVE,MADISON,MN,56256,45.017883,-96.187395
067280,207 COLORADO AVE,LA JUNTA,CO,81050,37.9867943,-103.5430113
369205,859 WINDMILLER DR,PICKERINGTON,OH,43147,39.9085096,-82.7805001
369206,3280 MORSE RD,COLUMBUS,OH,43231,40.0586345,-82.9322198
