CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
058155,490S ROSEMEAD BLVD 9,PASADENA,CA,91107,,
447581,1210 BRIARVILLE ROAD,MADISON,TN,37115,,
553136,725 S GLENDALE AVE,GLENDALE,CA,91205,34.1379399,-118.2513027
227683,6 ROXBURY ST,ROXBURY,MA,02119,42.3304266,-71.0897148
227730,379 MAIN ST,FITCHBURG,MA,01420,42.5825929,-71.797572
307092,402 AMHERST ST,NASHUA,NH,03063,42.7848423,-71.510022
137129,407 W 1ST N,REXBURG,ID,83440,43.8281118,-111.7957162
369159,2548 BILLINGSLEY RD,COLUMBUS,OH,43235,40.1124782,-83.0839281
527328,1101 E SOUTH RIVER ST,APPLETON,WI,54915,44.2562357,-88.3832856
107233,3566 N HARBOR CITY BLVD,MELBOURNE,FL,32935,28.1319105,-80.6314574
