CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
747327,777 SOUTH CENTRAL EXPRESSWAY,RICHARDSON,TX,75080,32.9425779,-96.7432233
239107,739 E 12 MILE RD,MADISON HEIGHTS,MI,48071,42.5049699,-83.0996874
227520,35 WINTER ST,HYANNIS,MA,02601,41.6528525,-70.2865432
109324,4121 NW 5TH ST,PLANTATION,FL,33317,26.128375,-80.2034384
059129,735 TANK FARM RD 135,SAN LUIS OBISPO,CA,93401,,
317079,972 SHOPPES BLVD,NORTH BRUNSWICK,NJ,08902,,
747217,4304 HARE ST,HOUSTON,TX,77020,29.7691728,-95.327464
458129,1805 RUTHERFORD LN,AUSTIN,TX,78754,30.3358915,-97.6810903
679327,4700 E UNIVERSITY BLVD,ODESSA,TX,79762,31.8800855,-102.326784
017116,500 HOSPITAL DR,WETUMPKA,AL,36092,32.5526513,-86.1861954
