CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
057794,12254 BELLFLOWER BLVD,DOWNEY,CA,90242,33.9214348,-118.1246542
057799,17542 17TH ST,TUSTIN,CA,92780,33.759045,-117.8260804
109056,6720 TAFT ST,HOLLYWOOD,FL,33024,26.0244365,-80.2227354
197206,200 WEST 134TH PLACE,CUT OFF,LA,70345,29.4565373,-90.3117681
267282,4601 HIGHWAY MM,HANNIBAL,MO,63401,,
187044,1953 SCOTTSVILLE RD,BOWLING GREEN,KY,42104,36.9635344,-86.4312936
239079,4045 W 13 MILE RD,ROYAL OAK,MI,48073,42.517514,-83.1980492
297096,2865S JONES BLVD,LAS VEGAS,NV,89146,,
477010,161 SHERMAN DR,ST JOHNSBURY,VT,05819,44.447444,-72.0127399
058049,6404 WILSHIRE BLVD,LOS ANGELES,CA,90048,34.0636867,-118.3684773
