CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
107179,1515 HERBERT ST,PORT ORANGE,FL,32129,29.1312857,-81.0237222
058165,2200 S FREMONT AVE,ALHAMBRA,CA,91803,34.067332,-118.149085
387148,7632 SW DURHAM RD,TIGARD,OR,97224,45.4031903,-122.756615
058146,1 RIDGEGATE DR,TEMECULA,CA,92590,,
227420,176 EAST MAIN STREET,WESTBOROUGH,MA,01581,42.287477,-71.59666
227478,29 CRAFTS ST,NEWTON,MA,02458,42.3548137,-71.1999357
237445,24001 SOUTHFIELD RD,SOUTHFIELD,MI,48075,42.4617682,-83.2204071
207020,225 GORHAM RD,SOUTH PORTLAND,ME,04106,43.6355279,-70.3246803
077020,240 KENSINGTON RD,BERLIN,CT,06037,,
307070,451 AMHERST ST,NASHUA,NH,03063,42.7901351,-71.5170558
