CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
757136,14545 FRIAR ST,VAN NUYS,CA,91411,34.1857526,-118.4499501
757007,2600 FOOTHILL BLVD,LA CRESCENTA,CA,91214,34.221152,-118.235286
748042,14806 WATERSIDE VIEW CT,HOUSTON,TX,77044,29.9382781,-95.1740601
559790,2025 N GLENOAKS BLVD,BURBANK,CA,91504,34.1970646,-118.3254261
369368,1557 VERNON ODOM BLVD,AKRON,OH,44320,41.0630472,-81.5767484
227206,847 ROGERS ST,LOWELL,MA,01852,42.6275246,-71.2767364
559765,1600 SACRAMENTO INN WAY,SACRAMENTO,CA,95815,38.607391,-121.430147
037806,2155 E UNIVERSITY DR,TEMPE,AZ,85288,33.4213266,-111.8936547
369327,623 PARK MEADOW RD,WESTERVILLE,OH,43081,40.1096571,-82.9363095
748045,3610 W PIONEER PKWY,PANTEGO,TX,76013,32.7126745,-97.1633168
