CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
167012,2535 MAPLECREST RD,BETTENDORF,IA,52722,41.5547207,-90.4960046
677933,18038 BARTON RIDGE LN,RICHMOND,TX,77407,,
347104,2402 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,35.3983803,-77.9611287
237666,25899 W 12 MILE RD,SOUTHFIELD,MI,48034,42.4999651,-83.3015136
679626,6233 EVERS RD 1,SAN ANTONIO,TX,78238,,
679319,2008 E RANDOL MILL ROAD,ARLINGTON,TX,76011,32.7491366,-97.0787126
747168,1600 E EXPRESSWAY 83,LA FERIA,TX,78559,26.1686746,-97.8124274
137111,1680 ELK CREEK DR,IDAHO FALLS,ID,83404,43.4660427,-112.0005849
058104,3425 POMONA BLVD,POMONA,CA,91768,34.0473482,-117.8107625
108371,9428 BAYMEADOWS RD,JACKSONVILLE,FL,32256,30.2194537,-81.5622505
