CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
059609,4234 N FREEWAY BLVD,SACRAMENTO,CA,95834,38.6465017,-121.4775618
368469,4713 W 130TH ST,CLEVELAND,OH,44135,41.4255504,-81.780082
148331,2500 S HIGHLAND AVE,LOMBARD,IL,60148,41.8401828,-88.011146
077256,88 RYDERS LN,STRATFORD,CT,06614,,
368485,4568 MAYFIELD RD,SOUTH EUCLID,OH,44121,41.5198231,-81.5147084
059511,151 KALMUS DR,COSTA MESA,CA,92626,33.6726175,-117.8833426
187041,740 E LAUREL RD,LONDON,KY,40741,,
059666,8837 ELK GROVE BLVD,ELK GROVE,CA,95624,38.409071,-121.374685
377627,105 SOUTH WALTERS,POTEAU,OK,74953,35.0501718,-94.6208123
679146,4730 SHAVANO OAK,SAN ANTONIO,TX,78249,29.5902877,-98.5762972
