CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
559458,11755 VICTORY BLVD,NORTH HOLLYWOOD,CA,91606,34.186756,-118.3892992
757043,14545 FRIAR ST,VAN NUYS,CA,91411,34.1857526,-118.4499501
687099,3399 NW 72ND AVE,MIAMI,FL,33122,25.806084,-80.3127024
067609,1602 S PARKER RD,DENVER,CO,80231,39.6874263,-104.8860778
559476,6240 LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91606,34.1837863,-118.3963444
369294,6161 BUSCH BLVD. STE 079,COLUMBUS,OH,43229,,
559536,221 E GLENOAKS BLVD,GLENDALE,CA,91207,34.1585962,-118.2531467
227751,100 INDUSTRIAL PARK RD,TAUNTON,MA,02780,41.9588271,-71.1221727
059712,1375 LOCUST ST,WALNUT CREEK,CA,94596,37.8984651,-122.0619658
559666,5820 STONERIDGE MALL RD,PLEASANTON,CA,94588,37.6941575,-121.9323617
