CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
157635,650 E CARMEL DR,CARMEL,IN,46032,39.9621225,-86.1157121
059365,15335 MORRISON ST,SHERMAN OAKS,CA,91403,34.1603547,-118.4668722
059406,14328 VICTORY BLVD,VAN NUYS,CA,91401,34.1865807,-118.4450363
678174,5206 WIND RIVER RD,AUSTIN,TX,78759,30.413322,-97.7433045
368442,1150 MORSE RD,COLUMBUS,OH,43229,40.0619463,-82.9882273
148286,415 AIRPORT RD,ELGIN,IL,60123,42.0709492,-88.2895942
227534,290 ROUTE 130,FORESTDALE,MA,02644,41.7142305,-70.4889663
227547,28 S MAIN ST,SHARON,MA,02067,42.1226578,-71.1793251
747803,3235 N MESQUITE DR,MESQUITE,TX,75150,32.8054416,-96.6287358
507095,9105 NE HIGHWAY 99,VANCOUVER,WA,98665,45.6645056,-122.6646869
