CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
059392,2125 OAK GROVE RD,WALNUT CREEK,CA,94598,37.930448,-122.018186
367547,83 N. MILLER ROAD,FAIRLAWN,OH,44333,41.1322919,-81.6095598
107117,760 PONCE DE LEON BLVD,CORAL GABLES,FL,33134,25.7657467,-80.2582689
147693,1263 S HIGHLAND AVE,LOMBARD,IL,60148,41.8582293,-88.0118769
037436,10752 N 89TH PL,SCOTTSDALE,AZ,85260,33.5847825,-111.8885777
679342,215 EXECUTIVE WAY 120A,DESOTO,TX,75115,,
227541,10 NEW ENGLAND BUSINESS CENTER DR,ANDOVER,MA,01810,42.6929847,-71.2030995
107691,9245 SW 158TH LN,PALMETTO BAY,FL,33157,25.6229518,-80.3419941
067501,4718 N ELIZABETH ST,PUEBLO,CO,81008,38.321871,-104.61791
059455,9360 SANTA ANITA AVE,RANCHO CUCAMONGA,CA,91730,34.0833625,-117.5393315
