CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
058100,13363 SATICOY ST,N HOLLYWOOD,CA,91605,34.208619,-118.4241259
058244,3055 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.0618946,-118.2880976
077232,305 BOSTON AVE,STRATFORD,CT,06614,41.1927989,-73.1479692
058148,4375E LOWELL ST I,ONTARIO,CA,91761,,
058198,19608 CAMINO DE ROSA,WALNUT,CA,91789,34.0048724,-117.870231
227067A,434 ROUTE 134,SOUTH DENNIS,MA,02660,41.6907781,-70.1519009
227465A,88 MASONIC HOME RD,CHARLTON,MA,01507,42.140265,-71.9802348
227443A,267 AMHERST RD,SUNDERLAND,MA,01375,42.4522944,-72.5644322
058236,20350 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.1684473,-118.603574
247219,1299 ARCADE ST,SAINT PAUL,MN,55106,44.9603396,-93.0660119
