CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
148214,950 SKOKIE BLVD,NORTHBROOK,IL,60062,42.1361051,-87.7905995
397679,1251 S CEDAR CREST BLVD,ALLENTOWN,PA,18103,40.5863746,-75.523601
497462,121 MALL DR,DANVILLE,VA,24540,36.5918738,-79.4238095
059559,12722 RIVERSIDE DR,VALLEY VILLAGE,CA,91607,34.1576227,-118.403306
237252,1883E MAPLE RD,TROY,MI,48083,,
337205,2-8 W MAIN ST,JOHNSTOWN,NY,12095,43.0062835,-74.3764566
417023,14 WOODRUFF AVE,NARRAGANSETT,RI,02882,41.4309087,-71.4820472
368220,1840 W HIGH ST,PIQUA,OH,45356,40.1477839,-84.2760644
407001,114 CALLE ELEONOR ROOSEVELT,SAN JUAN,PR,00918,,
397748,3136 HAMILTON BLVD,ALLENTOWN,PA,18103,40.5832987,-75.5223306
