CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
053127,2700 N MAIN ST,SANTA ANA,CA,92705,33.7733452,-117.8678317
037442,2432 W PEORIA AVE,PHOENIX,AZ,85029,33.584133,-112.1107852
227631,1168 LAKEVIEW AVE 25,DRACUT,MA,01826,,
227644,14 PAGE TER,STOUGHTON,MA,02072,42.1515168,-71.0750101
227610,950N MAIN ST 201,RANDOLPH,MA,02368,,
407009,CALLE BOLIVIA #60 PISO 3,SAN JUAN,PR,00917,,
057252,391 N MAIN ST,CORONA,CA,92878,33.8852372,-117.5647321
459463,2117 CENTRAL DR,BEDFORD,TX,76021,32.8408064,-97.1335692
227623,30 EASTBROOK RD 403,DEDHAM,MA,02026,,
059733,10393 SAN DIEGO MISSION RD. SUITE 206,SAN DIEGO,CA,92108,,
